"species","site","Coll.year","lat","long","ow","N","emerge_mean","emerge_sd","elevation","age","origin","introduced","reservation"
"suavis","Council Bluffs",2013,41.275695,-95.774888,8,5,59.6,7.89303490426845,319,"recent","collections",0,0
"suavis","Decatur, IL",2012,39.8826944444444,-88.9998888888889,6,8,77,6.90755280213519,198,"recent","collections",0,0
"suavis","Decatur, IL",2013,39.8826944444444,-88.9998888888889,8,4,82.5,7.72442015083764,198,"recent","collections",0,0
"suavis","Decatur, IL",2015,39.88269,-88.99989,5,1,69,NA,198,"recent","collections",0,0
"suavis","Detroit/Bluffs",2013,39.7238888888889,-90.5679444444444,16,3,48,5.56776436283002,141,"recent","collections",0,0
"suavis","Detroit/Bluffs",2015,39.72389,-90.56794,10,29,77.8965517241379,6.65660159748097,141,"recent","collections",0,0
"suavis","Detroit/Bluffs",2016,39.72388889,-90.56794444,10,3,55,8.71779788708135,141,"recent","collections",0,0
"suavis","East Lansing, MI",2012,42.73361,-84.54667,6,232,65.7284482758621,8.10694006610436,NA,"recent","collections",0,0
"suavis","East Lansing, MI",2013,42.73361,-84.54667,8,30,56.2333333333333,9.21648947055871,NA,"recent","collections",0,0
"suavis","East Lansing, MI",2013,42.743073,-84.466612,16,9,48,15.8034806292791,NA,"recent","collections",0,0
"suavis","East Lansing, MI",2016,42.740728,-84.468468,9,125,47.944,11.5920606868555,NA,"recent","collections",0,0
"suavis","Grain Valley, MO",2013,39.049948,-94.197528,8,1,42,NA,248,"recent","collections",0,0
