"","sex","year","name","number"
"72500","F",2005,"Yuridia",10
"72501","F",2005,"Zakiya",10
"72502","F",2005,"Zora",10
"72503","F",2005,"Abbygail",9
"72504","F",2005,"Aleigha",9
"72505","F",2005,"Anneliese",9
"72506","F",2005,"Aria",9
"72507","F",2005,"Ariyanna",9
"72508","F",2005,"Aubree",9
"72509","F",2005,"Aubrie",9
"72510","F",2005,"Bailee",9
"72511","F",2005,"Barbara",9
"72512","F",2005,"Betsy",9
"72513","F",2005,"Bonnie",9
"72514","F",2005,"Brandi",9
"72515","F",2005,"Bree",9
"72516","F",2005,"Brianne",9
"72517","F",2005,"Cailyn",9
"72518","F",2005,"Cara",9
"72519","F",2005,"Carlee",9
"72520","F",2005,"Celia",9
"72521","F",2005,"Damaris",9
"72522","F",2005,"Dorothy",9
"72523","F",2005,"Dylan",9
"72524","F",2005,"Farrah",9
"72525","F",2005,"Fiona",9
"72526","F",2005,"Gillian",9
"72527","F",2005,"Gretchen",9
"72528","F",2005,"Heidy",9
"72529","F",2005,"Irene",9
"72530","F",2005,"Jalyn",9
"72531","F",2005,"Jamiyah",9
"72532","F",2005,"Jana",9
"72533","F",2005,"Janaya",9
"72534","F",2005,"Jaylah",9
"72535","F",2005,"Jaylin",9
"72536","F",2005,"Joslyn",9
"72537","F",2005,"Kaniya",9
"72538","F",2005,"Kassandra",9
"72539","F",2005,"Katy",9
"72540","F",2005,"Kayli",9
"72541","F",2005,"Kaylyn",9
"72542","F",2005,"Kensley",9
"72543","F",2005,"Keyla",9
"72544","F",2005,"Kourtney",9
"72545","F",2005,"Lani",9
"72546","F",2005,"Laniya",9
"72547","F",2005,"Leigha",9
"72548","F",2005,"Lesley",9
"72549","F",2005,"Leticia",9
"72550","F",2005,"Lia",9
"72551","F",2005,"Liana",9
"72552","F",2005,"Maleah",9
"72553","F",2005,"Mara",9
"72554","F",2005,"Meadow",9
"72555","F",2005,"Meagan",9
"72556","F",2005,"Melany",9
"72557","F",2005,"Melina",9
"72558","F",2005,"Nataly",9
"72559","F",2005,"Nathaly",9
"72560","F",2005,"Penelope",9
"72561","F",2005,"Quinn",9
"72562","F",2005,"Reece",9
"72563","F",2005,"Robin",9
"72564","F",2005,"Rocio",9
"72565","F",2005,"Samiya",9
"72566","F",2005,"Selah",9
"72567","F",2005,"Shyann",9
"72568","F",2005,"Stacey",9
"72569","F",2005,"Sydnee",9
"72570","F",2005,"Tayler",9
"72571","F",2005,"Triniti",9
"72572","F",2005,"Trista",9
"72573","F",2005,"Tristan",9
"72574","F",2005,"Valentina",9
"72575","F",2005,"Yadira",9
"72576","F",2005,"Yaritza",9
"72577","F",2005,"Yulisa",9
"72578","F",2005,"Zara",9
"72579","F",2005,"Abril",8
"72580","F",2005,"Aiyanna",8
"72581","F",2005,"Alena",8
"72582","F",2005,"Aliya",8
"72583","F",2005,"Alyssia",8
"72584","F",2005,"Ananya",8
"72585","F",2005,"Annabel",8
"72586","F",2005,"Annemarie",8
"72587","F",2005,"Annette",8
"72588","F",2005,"Arden",8
"72589","F",2005,"Aryanna",8
"72590","F",2005,"Ayden",8
"72591","F",2005,"Bridgette",8
"72592","F",2005,"Brook",8
"72593","F",2005,"Cali",8
"72594","F",2005,"Carina",8
"72595","F",2005,"Carsyn",8
"72596","F",2005,"Charley",8
"72597","F",2005,"Citlali",8
"72598","F",2005,"Cloe",8
"72599","F",2005,"Constance",8
"72600","F",2005,"Delanie",8
"72601","F",2005,"Destiney",8
"72602","F",2005,"Dynasty",8
"72603","F",2005,"Ellison",8
"72604","F",2005,"Elsie",8
"72605","F",2005,"Emalee",8
"72606","F",2005,"Ericka",8
"72607","F",2005,"Evie",8
"72608","F",2005,"Gracey",8
"72609","F",2005,"Hailie",8
"72610","F",2005,"Hana",8
"72611","F",2005,"Harmoni",8
"72612","F",2005,"Honesty",8
"72613","F",2005,"Hunter",8
"72614","F",2005,"Ivey",8
"72615","F",2005,"Jacklyn",8
"72616","F",2005,"Jaleah",8
"72617","F",2005,"Janelle",8
"72618","F",2005,"Janeth",8
"72619","F",2005,"Jasmyn",8
"72620","F",2005,"Jaylynn",8
"72621","F",2005,"Jazlyn",8
"72622","F",2005,"Jolie",8
"72623","F",2005,"Jorja",8
"72624","F",2005,"Juana",8
"72625","F",2005,"Juliet",8
"72626","F",2005,"Juliette",8
"72627","F",2005,"Kadance",8
"72628","F",2005,"Karissa",8
"72629","F",2005,"Katia",8
"72630","F",2005,"Katlin",8
"72631","F",2005,"Kayle",8
"72632","F",2005,"Keasia",8
"72633","F",2005,"Keeley",8
"72634","F",2005,"Kierstin",8
"72635","F",2005,"Kori",8
"72636","F",2005,"Kristy",8
"72637","F",2005,"Leyla",8
"72638","F",2005,"Lilith",8
"72639","F",2005,"Lilliana",8
"72640","F",2005,"Louisa",8
"72641","F",2005,"Lucille",8
"72642","F",2005,"Maddison",8
"72643","F",2005,"Makaila",8
"72644","F",2005,"Makena",8
"72645","F",2005,"Mandy",8
"72646","F",2005,"Marianna",8
"72647","F",2005,"Miah",8
"72648","F",2005,"Milan",8
"72649","F",2005,"Nakiya",8
"72650","F",2005,"Nyema",8
"72651","F",2005,"Presley",8
"72652","F",2005,"Raina",8
"72653","F",2005,"Rhyan",8
"72654","F",2005,"Riya",8
"72655","F",2005,"Salem",8
"72656","F",2005,"Savana",8
"72657","F",2005,"Sheila",8
"72658","F",2005,"Stefanie",8
"72659","F",2005,"Tammy",8
"72660","F",2005,"Tanasia",8
"72661","F",2005,"Tanya",8
"72662","F",2005,"Tatianna",8
"72663","F",2005,"Tina",8
"72664","F",2005,"Unique",8
"72665","F",2005,"Viviana",8
"72666","F",2005,"Yessenia",8
"72667","F",2005,"Abigale",7
"72668","F",2005,"Adeline",7
"72669","F",2005,"Aidan",7
"72670","F",2005,"Aja",7
"72671","F",2005,"Alanah",7
"72672","F",2005,"Alaya",7
"72673","F",2005,"Alessandra",7
"72674","F",2005,"Alia",7
"72675","F",2005,"Allyssa",7
"72676","F",2005,"Alysia",7
"72677","F",2005,"Amia",7
"72678","F",2005,"Amiah",7
"72679","F",2005,"Anabelle",7
"72680","F",2005,"Angeles",7
"72681","F",2005,"Aniah",7
"72682","F",2005,"Anyah",7
"72683","F",2005,"Ariyana",7
"72684","F",2005,"Arleth",7
"72685","F",2005,"Ashly",7
"72686","F",2005,"Athena",7
"72687","F",2005,"Averie",7
"72688","F",2005,"Briley",7
"72689","F",2005,"Brionna",7
"72690","F",2005,"Brynn",7
"72691","F",2005,"Calista",7
"72692","F",2005,"Camilla",7
"72693","F",2005,"Caydence",7
"72694","F",2005,"Caylee",7
"72695","F",2005,"Chandler",7
"72696","F",2005,"Charleigh",7
"72697","F",2005,"Clare",7
"72698","F",2005,"Danica",7
"72699","F",2005,"Deysi",7
"72700","F",2005,"Dianna",7
"72701","F",2005,"Ester",7
"72702","F",2005,"Giovanna",7
"72703","F",2005,"Harmonie",7
"72704","F",2005,"Jacie",7
"72705","F",2005,"Jalynn",7
"72706","F",2005,"Janice",7
"72707","F",2005,"Jasmyne",7
"72708","F",2005,"Jaya",7
"72709","F",2005,"Jaylee",7
"72710","F",2005,"Jayna",7
"72711","F",2005,"Jersey",7
"72712","F",2005,"Joyce",7
"72713","F",2005,"Juanita",7
"72714","F",2005,"Julieta",7
"72715","F",2005,"Kacie",7
"72716","F",2005,"Kaiya",7
"72717","F",2005,"Kamille",7
"72718","F",2005,"Karly",7
"72719","F",2005,"Kathy",7
"72720","F",2005,"Keegan",7
"72721","F",2005,"Kelis",7
"72722","F",2005,"Kelsie",7
"72723","F",2005,"Kenley",7
"72724","F",2005,"Khloe",7
"72725","F",2005,"Kierstyn",7
"72726","F",2005,"Kimber",7
"72727","F",2005,"Kirstyn",7
"72728","F",2005,"Kiya",7
"72729","F",2005,"Kristal",7
"72730","F",2005,"Lori",7
"72731","F",2005,"Luna",7
"72732","F",2005,"Lyndsey",7
"72733","F",2005,"Maegan",7
"72734","F",2005,"Mari",7
"72735","F",2005,"Maricela",7
"72736","F",2005,"Marion",7
"72737","F",2005,"Melani",7
"72738","F",2005,"Melisa",7
"72739","F",2005,"Mercy",7
"72740","F",2005,"Micaela",7
"72741","F",2005,"Mina",7
"72742","F",2005,"Miya",7
"72743","F",2005,"Niya",7
"72744","F",2005,"Phoenix",7
"72745","F",2005,"Rhianna",7
"72746","F",2005,"Robyn",7
"72747","F",2005,"Rowan",7
"72748","F",2005,"Roxana",7
"72749","F",2005,"Samiyah",7
"72750","F",2005,"Sanai",7
"72751","F",2005,"Sawyer",7
"72752","F",2005,"Shayna",7
"72753","F",2005,"Shianne",7
"72754","F",2005,"Shyanne",7
"72755","F",2005,"Silvia",7
"72756","F",2005,"Tierra",7
"72757","F",2005,"Trinitee",7
"72758","F",2005,"Yahaira",7
"72759","F",2005,"Yajaira",7
"72760","F",2005,"Yamilet",7
"72761","F",2005,"Yasmeen",7
"72762","F",2005,"Zuri",7
"72763","F",2005,"Adamaris",6
"72764","F",2005,"Adria",6
"72765","F",2005,"Adrianne",6
"72766","F",2005,"Aida",6
"72767","F",2005,"Aiden",6
"72768","F",2005,"Aisha",6
"72769","F",2005,"Alayah",6
"72770","F",2005,"Alisa",6
"72771","F",2005,"Alona",6
"72772","F",2005,"Alora",6
"72773","F",2005,"Alycia",6
"72774","F",2005,"Amaris",6
"72775","F",2005,"Amirah",6
"72776","F",2005,"Anaiya",6
"72777","F",2005,"Anayah",6
"72778","F",2005,"Anette",6
"72779","F",2005,"Ania",6
"72780","F",2005,"Annalee",6
"72781","F",2005,"Annelise",6
"72782","F",2005,"Aracely",6
"72783","F",2005,"Arely",6
"72784","F",2005,"Arwen",6
"72785","F",2005,"Asha",6
"72786","F",2005,"Aubry",6
"72787","F",2005,"Aya",6
"72788","F",2005,"Aysia",6
"72789","F",2005,"Blake",6
"72790","F",2005,"Breyana",6
"72791","F",2005,"Bryanne",6
"72792","F",2005,"Carter",6
"72793","F",2005,"Charis",6
"72794","F",2005,"Charli",6
"72795","F",2005,"Chastity",6
"72796","F",2005,"Dania",6
"72797","F",2005,"Darby",6
"72798","F",2005,"Dayna",6
"72799","F",2005,"Deisy",6
"72800","F",2005,"Deonna",6
"72801","F",2005,"Diane",6
"72802","F",2005,"Dina",6
"72803","F",2005,"Dominique",6
"72804","F",2005,"Eileen",6
"72805","F",2005,"Elana",6
"72806","F",2005,"Elliana",6
"72807","F",2005,"Eloise",6
"72808","F",2005,"Emonie",6
"72809","F",2005,"Esperanza",6
"72810","F",2005,"Fabiola",6
"72811","F",2005,"Fantasia",6
"72812","F",2005,"Frida",6
"72813","F",2005,"Gemma",6
"72814","F",2005,"Genna",6
"72815","F",2005,"Gia",6
"72816","F",2005,"Gina",6
"72817","F",2005,"Griselda",6
"72818","F",2005,"Harlee",6
"72819","F",2005,"Harleigh",6
"72820","F",2005,"Heavenly",6
"72821","F",2005,"Hilary",6
"72822","F",2005,"Iliana",6
"72823","F",2005,"Isela",6
"72824","F",2005,"Jacey",6
"72825","F",2005,"Jaidyn",6
"72826","F",2005,"Jaila",6
"72827","F",2005,"Jamaica",6
"72828","F",2005,"Jamison",6
"72829","F",2005,"Janely",6
"72830","F",2005,"Jaylyn",6
"72831","F",2005,"Jesse",6
"72832","F",2005,"Jocelin",6
"72833","F",2005,"Kalea",6
"72834","F",2005,"Kamari",6
"72835","F",2005,"Karleigh",6
"72836","F",2005,"Karmen",6
"72837","F",2005,"Karoline",6
"72838","F",2005,"Katelin",6
"72839","F",2005,"Katerina",6
"72840","F",2005,"Kaylan",6
"72841","F",2005,"Keila",6
"72842","F",2005,"Kelli",6
"72843","F",2005,"Kenleigh",6
"72844","F",2005,"Keyonna",6
"72845","F",2005,"Kiarra",6
"72846","F",2005,"Kylah",6
"72847","F",2005,"Lara",6
"72848","F",2005,"Leeann",6
"72849","F",2005,"Leona",6
"72850","F",2005,"Lexus",6
"72851","F",2005,"Lidia",6
"72852","F",2005,"Lili",6
"72853","F",2005,"Lisbeth",6
"72854","F",2005,"Lisette",6
"72855","F",2005,"Lizette",6
"72856","F",2005,"Lora",6
"72857","F",2005,"Lynn",6
"72858","F",2005,"Maddie",6
"72859","F",2005,"Makaylah",6
"72860","F",2005,"Makyla",6
"72861","F",2005,"Margarita",6
"72862","F",2005,"Mariella",6
"72863","F",2005,"Martina",6
"72864","F",2005,"Marygrace",6
"72865","F",2005,"Mason",6
"72866","F",2005,"Montana",6
"72867","F",2005,"Montserrat",6
"72868","F",2005,"Myra",6
"72869","F",2005,"Nakayla",6
"72870","F",2005,"Nautica",6
"72871","F",2005,"Naydelin",6
"72872","F",2005,"Nelly",6
"72873","F",2005,"Neveah",6
"72874","F",2005,"Niyah",6
"72875","F",2005,"Noel",6
"72876","F",2005,"Noelia",6
"72877","F",2005,"Olga",6
"72878","F",2005,"Paisley",6
"72879","F",2005,"Paloma",6
"72880","F",2005,"Pilar",6
"72881","F",2005,"Randi",6
"72882","F",2005,"Rayven",6
"72883","F",2005,"Rosario",6
"72884","F",2005,"Roxanne",6
"72885","F",2005,"Ryley",6
"72886","F",2005,"Samaya",6
"72887","F",2005,"Saniah",6
"72888","F",2005,"Sariah",6
"72889","F",2005,"Sariyah",6
"72890","F",2005,"Selene",6
"72891","F",2005,"Shamiya",6
"72892","F",2005,"Shamiyah",6
"72893","F",2005,"Shekinah",6
"72894","F",2005,"Sheyla",6
"72895","F",2005,"Sinai",6
"72896","F",2005,"Sky",6
"72897","F",2005,"Stacy",6
"72898","F",2005,"Star",6
"72899","F",2005,"Susana",6
"72900","F",2005,"Tamya",6
"72901","F",2005,"Terri",6
"72902","F",2005,"Theresa",6
"72903","F",2005,"Tiasia",6
"72904","F",2005,"Tonya",6
"72905","F",2005,"Tracy",6
"72906","F",2005,"Treasure",6
"72907","F",2005,"Tyanna",6
"72908","F",2005,"Xiomara",6
"72909","F",2005,"Zakiyah",6
"72910","F",2005,"Aaralyn",5
"72911","F",2005,"Adelaide",5
"72912","F",2005,"Adilene",5
"72913","F",2005,"Afton",5
"72914","F",2005,"Ahtziri",5
"72915","F",2005,"Akasha",5
"72916","F",2005,"Alannah",5
"72917","F",2005,"Alexys",5
"72918","F",2005,"Amarie",5
"72919","F",2005,"Amelie",5
"72920","F",2005,"Andi",5
"72921","F",2005,"Anisha",5
"72922","F",2005,"Anita",5
"72923","F",2005,"Annah",5
"72924","F",2005,"Annalyse",5
"72925","F",2005,"Ariah",5
"72926","F",2005,"Ashely",5
"72927","F",2005,"Ashia",5
"72928","F",2005,"Ashlea",5
"72929","F",2005,"Ashli",5
"72930","F",2005,"Asiah",5
"72931","F",2005,"Astrid",5
"72932","F",2005,"Austin",5
"72933","F",2005,"Aydan",5
"72934","F",2005,"Ayleen",5
"72935","F",2005,"Aysha",5
"72936","F",2005,"Beverly",5
"72937","F",2005,"Braelyn",5
"72938","F",2005,"Briannah",5
"72939","F",2005,"Briona",5
"72940","F",2005,"Briseida",5
"72941","F",2005,"Brooklin",5
"72942","F",2005,"Caitlynn",5
"72943","F",2005,"Callista",5
"72944","F",2005,"Cameran",5
"72945","F",2005,"Cameryn",5
"72946","F",2005,"Carmela",5
"72947","F",2005,"Celina",5
"72948","F",2005,"Charisma",5
"72949","F",2005,"Ciarra",5
"72950","F",2005,"Citlalli",5
"72951","F",2005,"Cooper",5
"72952","F",2005,"Coral",5
"72953","F",2005,"Corrie",5
"72954","F",2005,"Daisha",5
"72955","F",2005,"Dallas",5
"72956","F",2005,"Daniyah",5
"72957","F",2005,"Danya",5
"72958","F",2005,"Denasia",5
"72959","F",2005,"Diya",5
"72960","F",2005,"Elaine",5
"72961","F",2005,"Elliot",5
"72962","F",2005,"Elliott",5
"72963","F",2005,"Elyssa",5
"72964","F",2005,"Emelia",5
"72965","F",2005,"Emerald",5
"72966","F",2005,"Emmaleigh",5
"72967","F",2005,"Emmy",5
"72968","F",2005,"Eryn",5
"72969","F",2005,"Estefania",5
"72970","F",2005,"Estrellita",5
"72971","F",2005,"Evan",5
"72972","F",2005,"Evangelina",5
"72973","F",2005,"Fallon",5
"72974","F",2005,"Faye",5
"72975","F",2005,"Flora",5
"72976","F",2005,"Geraldine",5
"72977","F",2005,"Gladys",5
"72978","F",2005,"Graciela",5
"72979","F",2005,"Hadassah",5
"72980","F",2005,"Harlie",5
"72981","F",2005,"Hermione",5
"72982","F",2005,"Hollie",5
"72983","F",2005,"Hollyn",5
"72984","F",2005,"Ireland",5
"72985","F",2005,"Iyonna",5
"72986","F",2005,"Jacquelin",5
"72987","F",2005,"Jaela",5
"72988","F",2005,"Jakiya",5
"72989","F",2005,"Janay",5
"72990","F",2005,"Janessa",5
"72991","F",2005,"Janna",5
"72992","F",2005,"Jayde",5
"72993","F",2005,"Jesenia",5
"72994","F",2005,"Jessenia",5
"72995","F",2005,"Jessi",5
"72996","F",2005,"Joi",5
"72997","F",2005,"Josalyn",5
"72998","F",2005,"Josselyn",5
"72999","F",2005,"Julianne",5
"73000","F",2005,"Kacey",5
"73001","F",2005,"Kai",5
"73002","F",2005,"Kaileigh",5
"73003","F",2005,"Kaliah",5
"73004","F",2005,"Kalista",5
"73005","F",2005,"Kalynn",5
"73006","F",2005,"Kamiah",5
"73007","F",2005,"Kari",5
"73008","F",2005,"Karizma",5
"73009","F",2005,"Kassie",5
"73010","F",2005,"Katharine",5
"73011","F",2005,"Katheryn",5
"73012","F",2005,"Kaydance",5
"73013","F",2005,"Kaylah",5
"73014","F",2005,"Kaytlin",5
"73015","F",2005,"Keiry",5
"73016","F",2005,"Kelsi",5
"73017","F",2005,"Kemya",5
"73018","F",2005,"Keona",5
"73019","F",2005,"Kerrigan",5
"73020","F",2005,"Keziah",5
"73021","F",2005,"Khadijah",5
"73022","F",2005,"Khaliya",5
"73023","F",2005,"Kilee",5
"73024","F",2005,"Kimberlyn",5
"73025","F",2005,"Kiyah",5
"73026","F",2005,"Kristiana",5
"73027","F",2005,"Lailah",5
"73028","F",2005,"Laniyah",5
"73029","F",2005,"Leeanna",5
"73030","F",2005,"Lenora",5
"73031","F",2005,"Lilah",5
"73032","F",2005,"Lillianna",5
"73033","F",2005,"Lillyan",5
"73034","F",2005,"Livia",5
"73035","F",2005,"Liyah",5
"73036","F",2005,"Liz",5
"73037","F",2005,"Lois",5
"73038","F",2005,"Lourdes",5
"73039","F",2005,"Lyla",5
"73040","F",2005,"Macayla",5
"73041","F",2005,"Mackayla",5
"73042","F",2005,"Madalynn",5
"73043","F",2005,"Madisen",5
"73044","F",2005,"Magali",5
"73045","F",2005,"Mahala",5
"73046","F",2005,"Makala",5
"73047","F",2005,"Makaylee",5
"73048","F",2005,"Makenzi",5
"73049","F",2005,"Marjorie",5
"73050","F",2005,"Maryn",5
"73051","F",2005,"Meaghan",5
"73052","F",2005,"Melia",5
"73053","F",2005,"Merari",5
"73054","F",2005,"Miasia",5
"73055","F",2005,"Micaiah",5
"73056","F",2005,"Mikala",5
"73057","F",2005,"Milla",5
"73058","F",2005,"Mira",5
"73059","F",2005,"Mireya",5
"73060","F",2005,"Myasia",5
"73061","F",2005,"Nallely",5
"73062","F",2005,"Natali",5
"73063","F",2005,"Natalya",5
"73064","F",2005,"Nathalia",5
"73065","F",2005,"Neely",5
"73066","F",2005,"Neida",5
"73067","F",2005,"Nichole",5
"73068","F",2005,"Nikki",5
"73069","F",2005,"Nivea",5
"73070","F",2005,"Olyvia",5
"73071","F",2005,"Passion",5
"73072","F",2005,"Promise",5
"73073","F",2005,"Raniyah",5
"73074","F",2005,"Rayne",5
"73075","F",2005,"Rebeca",5
"73076","F",2005,"Regina",5
"73077","F",2005,"Reilly",5
"73078","F",2005,"Reina",5
"73079","F",2005,"Rhea",5
"73080","F",2005,"Rilee",5
"73081","F",2005,"Rory",5
"73082","F",2005,"Rosemary",5
"73083","F",2005,"Rylan",5
"73084","F",2005,"Sarahi",5
"73085","F",2005,"Sarina",5
"73086","F",2005,"Shaniah",5
"73087","F",2005,"Shanya",5
"73088","F",2005,"Shauna",5
"73089","F",2005,"Shaylee",5
"73090","F",2005,"Shirley",5
"73091","F",2005,"Shreya",5
"73092","F",2005,"Sneha",5
"73093","F",2005,"Spencer",5
"73094","F",2005,"Sydni",5
"73095","F",2005,"Symone",5
"73096","F",2005,"Takayla",5
"73097","F",2005,"Takiyah",5
"73098","F",2005,"Talaya",5
"73099","F",2005,"Terra",5
"73100","F",2005,"Tiarra",5
"73101","F",2005,"Tristen",5
"73102","F",2005,"Valery",5
"73103","F",2005,"Venus",5
"73104","F",2005,"Whitley",5
"73105","F",2005,"Yanet",5
"73106","F",2005,"Yarely",5
"73107","F",2005,"Yessica",5
"73108","F",2005,"Yuliana",5
"73109","F",2005,"Yulissa",5
"73110","F",2005,"Zaira",5
"73111","F",2005,"Zamaria",5
"73112","F",2005,"Zamya",5
"73113","F",2005,"Zania",5
"73114","F",2005,"Zaniah",5
"73115","F",2005,"Zipporah",5
"73116","F",2006,"Madison",670
"73117","F",2006,"Emily",637
"73118","F",2006,"Emma",574
"73119","F",2006,"Abigail",528
"73120","F",2006,"Hannah",528
"73121","F",2006,"Ava",479
"73122","F",2006,"Olivia",463
"73123","F",2006,"Sarah",448
"73124","F",2006,"Elizabeth",438
"73125","F",2006,"Isabella",395
"73126","F",2006,"Ashley",382
"73127","F",2006,"Anna",372
"73128","F",2006,"Chloe",369
"73129","F",2006,"Savannah",306
"73130","F",2006,"Alexis",305
"73131","F",2006,"Samantha",296
"73132","F",2006,"Alyssa",295
"73133","F",2006,"Taylor",295
"73134","F",2006,"Hailey",294
"73135","F",2006,"Caroline",276
"73136","F",2006,"Sophia",274
"73137","F",2006,"Ella",273
"73138","F",2006,"Brianna",266
"73139","F",2006,"Addison",265
"73140","F",2006,"Natalie",261
"73141","F",2006,"Kayla",253
"73142","F",2006,"Makayla",250
"73143","F",2006,"Lillian",247
"73144","F",2006,"Lauren",243
"73145","F",2006,"Jasmine",242
"73146","F",2006,"Grace",238
"73147","F",2006,"Morgan",237
"73148","F",2006,"Mia",232
"73149","F",2006,"Sydney",225
"73150","F",2006,"Kaylee",224
"73151","F",2006,"Kaitlyn",223
"73152","F",2006,"Katherine",223
"73153","F",2006,"Lily",218
"73154","F",2006,"Victoria",216
"73155","F",2006,"Mary",214
"73156","F",2006,"Destiny",205
"73157","F",2006,"Nevaeh",201
"73158","F",2006,"Trinity",199
"73159","F",2006,"Maria",191
"73160","F",2006,"Katelyn",189
"73161","F",2006,"Jessica",185
"73162","F",2006,"Haley",183
"73163","F",2006,"Jada",179
"73164","F",2006,"Riley",176
"73165","F",2006,"Mackenzie",175
"73166","F",2006,"Jennifer",172
"73167","F",2006,"Rachel",171
"73168","F",2006,"Gabrielle",168
"73169","F",2006,"Jayla",168
"73170","F",2006,"Zoe",165
"73171","F",2006,"Allison",164
"73172","F",2006,"Julia",161
"73173","F",2006,"Kimberly",157
"73174","F",2006,"Jordan",150
"73175","F",2006,"Avery",148
"73176","F",2006,"Brooke",147
"73177","F",2006,"Megan",142
"73178","F",2006,"Alexa",137
"73179","F",2006,"Autumn",137
"73180","F",2006,"Kylie",137
"73181","F",2006,"Alexandra",136
"73182","F",2006,"Sara",136
"73183","F",2006,"Gracie",134
"73184","F",2006,"Evelyn",132
"73185","F",2006,"Layla",132
"73186","F",2006,"Aaliyah",131
"73187","F",2006,"Andrea",124
"73188","F",2006,"Leah",124
"73189","F",2006,"Madeline",123
"73190","F",2006,"Stephanie",122
"73191","F",2006,"Faith",121
"73192","F",2006,"Kendall",117
"73193","F",2006,"Amelia",116
"73194","F",2006,"Peyton",116
"73195","F",2006,"Claire",115
"73196","F",2006,"Maya",114
"73197","F",2006,"Michelle",114
"73198","F",2006,"Jocelyn",112
"73199","F",2006,"Kennedy",110
"73200","F",2006,"Rebecca",110
"73201","F",2006,"Summer",107
"73202","F",2006,"Catherine",106
"73203","F",2006,"Katie",106
"73204","F",2006,"Reagan",106
"73205","F",2006,"Skylar",106
"73206","F",2006,"Zoey",105
"73207","F",2006,"Margaret",103
"73208","F",2006,"Jenna",102
"73209","F",2006,"Marissa",102
"73210","F",2006,"Amy",101
"73211","F",2006,"Gabriella",101
"73212","F",2006,"Ashlyn",100
"73213","F",2006,"Brooklyn",100
"73214","F",2006,"Melanie",99
"73215","F",2006,"Aubrey",97
"73216","F",2006,"Serenity",97
"73217","F",2006,"Vanessa",97
"73218","F",2006,"Audrey",95
"73219","F",2006,"Mckenzie",95
"73220","F",2006,"Ana",94
"73221","F",2006,"Amber",93
"73222","F",2006,"Arianna",93
"73223","F",2006,"Payton",93
"73224","F",2006,"Breanna",92
"73225","F",2006,"Lydia",91
"73226","F",2006,"Erin",89
"73227","F",2006,"Mariah",89
"73228","F",2006,"Nicole",89
"73229","F",2006,"Bailey",88
"73230","F",2006,"Diana",88
"73231","F",2006,"Maggie",88
"73232","F",2006,"Mya",88
"73233","F",2006,"Kathryn",87
"73234","F",2006,"Alexandria",86
"73235","F",2006,"Paige",83
"73236","F",2006,"Ariana",82
"73237","F",2006,"Charlotte",82
"73238","F",2006,"Alana",81
"73239","F",2006,"Isabelle",81
"73240","F",2006,"Molly",81
"73241","F",2006,"Madelyn",80
"73242","F",2006,"Isabel",79
"73243","F",2006,"Jade",79
"73244","F",2006,"Amanda",77
"73245","F",2006,"Laura",77
"73246","F",2006,"Adriana",76
"73247","F",2006,"Naomi",76
"73248","F",2006,"Valeria",76
"73249","F",2006,"Cheyenne",75
"73250","F",2006,"Leslie",75
"73251","F",2006,"Makenzie",75
"73252","F",2006,"Sierra",75
"73253","F",2006,"Gabriela",74
"73254","F",2006,"Shelby",74
"73255","F",2006,"Briana",73
"73256","F",2006,"Eva",73
"73257","F",2006,"Sophie",73
"73258","F",2006,"Meredith",72
"73259","F",2006,"Kate",71
"73260","F",2006,"Melissa",71
"73261","F",2006,"Sofia",71
"73262","F",2006,"Genesis",70
"73263","F",2006,"Keira",69
"73264","F",2006,"Lilly",69
"73265","F",2006,"Sadie",69
"73266","F",2006,"Aniyah",68
"73267","F",2006,"Lindsey",68
"73268","F",2006,"Angela",67
"73269","F",2006,"Natalia",67
"73270","F",2006,"Angel",66
"73271","F",2006,"Cameron",66
"73272","F",2006,"Christina",66
"73273","F",2006,"Courtney",66
"73274","F",2006,"Dakota",66
"73275","F",2006,"Kelsey",66
"73276","F",2006,"Mallory",66
"73277","F",2006,"Caitlin",64
"73278","F",2006,"Kayleigh",64
"73279","F",2006,"Nadia",64
"73280","F",2006,"Alicia",63
"73281","F",2006,"Aniya",63
"73282","F",2006,"Lucy",63
"73283","F",2006,"Carolina",62
"73284","F",2006,"Jacqueline",62
"73285","F",2006,"Karen",62
"73286","F",2006,"Mckenna",62
"73287","F",2006,"Carmen",61
"73288","F",2006,"Laila",61
"73289","F",2006,"Mikayla",61
"73290","F",2006,"Rylee",61
"73291","F",2006,"Kyla",60
"73292","F",2006,"Allie",59
"73293","F",2006,"Emerson",59
"73294","F",2006,"Piper",59
"73295","F",2006,"Camryn",58
"73296","F",2006,"Adrianna",57
"73297","F",2006,"Brittany",57
"73298","F",2006,"Danielle",57
"73299","F",2006,"Kelly",57
"73300","F",2006,"Abby",56
"73301","F",2006,"Bethany",56
"73302","F",2006,"Cassidy",56
"73303","F",2006,"Chelsea",56
"73304","F",2006,"Lindsay",56
"73305","F",2006,"Logan",56
"73306","F",2006,"Ariel",55
"73307","F",2006,"Ellie",55
"73308","F",2006,"Jayden",55
"73309","F",2006,"Jazmin",55
"73310","F",2006,"Miranda",55
"73311","F",2006,"Angelina",53
"73312","F",2006,"Daisy",53
"73313","F",2006,"Daniela",53
"73314","F",2006,"Georgia",53
"73315","F",2006,"Kylee",53
"73316","F",2006,"Brenda",52
"73317","F",2006,"Cadence",52
"73318","F",2006,"Caitlyn",52
