"","sex","year","name","number"
"41393","F",1975,"Rhonda",123
"41394","F",1975,"Felicia",119
"41395","F",1975,"Regina",119
"41396","F",1975,"Dawn",118
"41397","F",1975,"Sandra",118
"41398","F",1975,"Rachel",116
"41399","F",1975,"Stacy",114
"41400","F",1975,"Anna",111
"41401","F",1975,"Christine",110
"41402","F",1975,"Stacey",107
"41403","F",1975,"Katherine",104
"41404","F",1975,"Allison",99
"41405","F",1975,"Catherine",96
"41406","F",1975,"Sonya",94
"41407","F",1975,"Alicia",92
"41408","F",1975,"Amber",90
"41409","F",1975,"Linda",90
"41410","F",1975,"Anita",89
"41411","F",1975,"Erica",89
"41412","F",1975,"Joy",89
"41413","F",1975,"Samantha",89
"41414","F",1975,"Tamara",89
"41415","F",1975,"Carla",88
"41416","F",1975,"Barbara",87
"41417","F",1975,"Erin",87
"41418","F",1975,"Natasha",87
"41419","F",1975,"Jamie",86
"41420","F",1975,"Latonya",86
"41421","F",1975,"Tamika",86
"41422","F",1975,"Paula",84
"41423","F",1975,"Brenda",83
"41424","F",1975,"Melinda",83
"41425","F",1975,"Jill",82
"41426","F",1975,"Margaret",81
"41427","F",1975,"Nancy",81
"41428","F",1975,"Yolanda",80
"41429","F",1975,"Kristen",79
"41430","F",1975,"Kristie",78
"41431","F",1975,"Tracey",77
"41432","F",1975,"Valerie",77
"41433","F",1975,"Cindy",76
"41434","F",1975,"Meredith",75
"41435","F",1975,"Michele",75
"41436","F",1975,"Kristy",73
"41437","F",1975,"Cassandra",72
"41438","F",1975,"Deanna",71
"41439","F",1975,"Angie",70
"41440","F",1975,"Courtney",70
"41441","F",1975,"Jacqueline",70
"41442","F",1975,"Beverly",69
"41443","F",1975,"Danielle",69
"41444","F",1975,"Denise",69
"41445","F",1975,"Kathryn",69
"41446","F",1975,"Keisha",68
"41447","F",1975,"Natalie",68
"41448","F",1975,"Sheila",68
"41449","F",1975,"Cheryl",67
"41450","F",1975,"Katrina",67
"41451","F",1975,"Kristi",67
"41452","F",1975,"Brandi",66
"41453","F",1975,"Carol",66
"41454","F",1975,"Gina",66
"41455","F",1975,"Leigh",65
"41456","F",1975,"Deborah",64
"41457","F",1975,"Mandy",64
"41458","F",1975,"Maria",64
"41459","F",1975,"Virginia",64
"41460","F",1975,"Debra",63
"41461","F",1975,"Tracie",63
"41462","F",1975,"Kristin",62
"41463","F",1975,"Carolyn",61
"41464","F",1975,"Angel",60
"41465","F",1975,"Latasha",60
"41466","F",1975,"Sara",60
"41467","F",1975,"Janet",59
"41468","F",1975,"Tameka",58
"41469","F",1975,"Wanda",58
"41470","F",1975,"Ginger",57
"41471","F",1975,"Theresa",57
"41472","F",1975,"Veronica",56
"41473","F",1975,"Vanessa",55
"41474","F",1975,"Latoya",54
"41475","F",1975,"Martha",54
"41476","F",1975,"Shelley",54
"41477","F",1975,"Shelly",54
"41478","F",1975,"Marsha",53
"41479","F",1975,"Tasha",53
"41480","F",1975,"Jenny",52
"41481","F",1975,"Latisha",52
"41482","F",1975,"Melody",52
"41483","F",1975,"Kathy",51
"41484","F",1975,"Nikki",51
"41485","F",1975,"Charlene",49
"41486","F",1975,"Terri",49
"41487","F",1975,"Billie",48
"41488","F",1975,"Charlotte",48
"41489","F",1975,"Heidi",48
"41490","F",1975,"Julia",48
"41491","F",1975,"Lakisha",48
"41492","F",1975,"Sabrina",47
"41493","F",1975,"Kendra",46
"41494","F",1975,"Kim",46
"41495","F",1975,"Tonia",46
"41496","F",1975,"Dorothy",45
"41497","F",1975,"Victoria",45
"41498","F",1975,"Ann",44
"41499","F",1975,"Connie",44
"41500","F",1975,"Frances",44
"41501","F",1975,"Sherri",44
"41502","F",1975,"Tomeka",44
"41503","F",1975,"Alice",43
"41504","F",1975,"Renee",43
"41505","F",1975,"Shirley",43
"41506","F",1975,"Alison",42
"41507","F",1975,"Belinda",42
"41508","F",1975,"Candace",41
"41509","F",1975,"Charity",41
"41510","F",1975,"Jackie",41
"41511","F",1975,"Janice",41
"41512","F",1975,"Megan",41
"41513","F",1975,"Nakia",41
"41514","F",1975,"Joyce",40
"41515","F",1975,"Toni",40
"41516","F",1975,"Vickie",40
"41517","F",1975,"Candice",39
"41518","F",1975,"Cathy",39
"41519","F",1975,"Kenya",39
"41520","F",1975,"Suzanne",39
"41521","F",1975,"Traci",39
"41522","F",1975,"Bridget",38
"41523","F",1975,"Penny",38
"41524","F",1975,"Audrey",37
"41525","F",1975,"Caroline",37
"41526","F",1975,"Kelli",37
"41527","F",1975,"Laurie",37
"41528","F",1975,"Olivia",37
"41529","F",1975,"Bonnie",36
"41530","F",1975,"Chasity",36
"41531","F",1975,"Katina",36
"41532","F",1975,"Lauren",36
"41533","F",1975,"Chastity",35
"41534","F",1975,"Shana",35
"41535","F",1975,"Hope",34
"41536","F",1975,"Miranda",34
"41537","F",1975,"Aimee",33
"41538","F",1975,"Glenda",33
"41539","F",1975,"Gwendolyn",33
"41540","F",1975,"Stacie",33
"41541","F",1975,"Angelia",32
"41542","F",1975,"Bobbie",32
"41543","F",1975,"Carmen",32
"41544","F",1975,"Helen",32
"41545","F",1975,"Joanna",32
"41546","F",1975,"Rebekah",32
"41547","F",1975,"Tabitha",32
"41548","F",1975,"Adrienne",31
"41549","F",1975,"Alisha",31
"41550","F",1975,"Erika",31
"41551","F",1975,"Kristina",31
"41552","F",1975,"Lashonda",31
"41553","F",1975,"Annette",30
"41554","F",1975,"Beth",30
"41555","F",1975,"Betty",30
"41556","F",1975,"Lakeisha",30
"41557","F",1975,"Sonia",30
"41558","F",1975,"Kara",29
"41559","F",1975,"Kellie",29
"41560","F",1975,"Kisha",29
"41561","F",1975,"Lakesha",29
"41562","F",1975,"Myra",29
"41563","F",1975,"Candy",28
"41564","F",1975,"Chrystal",28
"41565","F",1975,"Judy",28
"41566","F",1975,"Kelley",28
"41567","F",1975,"Tanisha",28
"41568","F",1975,"Windy",28
"41569","F",1975,"Debbie",27
"41570","F",1975,"Jennie",27
"41571","F",1975,"Juanita",27
"41572","F",1975,"Kathleen",27
"41573","F",1975,"Lesley",27
"41574","F",1975,"Tabatha",27
"41575","F",1975,"Annie",26
"41576","F",1975,"Christa",26
"41577","F",1975,"Gloria",26
"41578","F",1975,"Katie",26
"41579","F",1975,"Krystal",26
"41580","F",1975,"Rochelle",26
"41581","F",1975,"Wendi",26
"41582","F",1975,"Deana",25
"41583","F",1975,"Diana",25
"41584","F",1975,"Eva",25
"41585","F",1975,"Jeannie",25
"41586","F",1975,"Jodi",25
"41587","F",1975,"Kerri",25
"41588","F",1975,"Latanya",25
"41589","F",1975,"Marcia",25
"41590","F",1975,"Sandy",25
"41591","F",1975,"Shawn",25
"41592","F",1975,"Shelia",25
"41593","F",1975,"Tammie",25
"41594","F",1975,"Anne",24
"41595","F",1975,"Dena",24
"41596","F",1975,"Leah",24
"41597","F",1975,"Lora",24
"41598","F",1975,"Molly",24
"41599","F",1975,"Peggy",24
"41600","F",1975,"Anitra",23
"41601","F",1975,"Chandra",23
"41602","F",1975,"Darlene",23
"41603","F",1975,"Jody",23
"41604","F",1975,"Keri",23
"41605","F",1975,"Lee",23
"41606","F",1975,"Loretta",23
"41607","F",1975,"Tawanda",23
"41608","F",1975,"Diane",22
"41609","F",1975,"Krista",22
"41610","F",1975,"Latosha",22
"41611","F",1975,"Lynn",22
"41612","F",1975,"Michael",22
"41613","F",1975,"Nichole",22
"41614","F",1975,"Tricia",22
"41615","F",1975,"Christi",21
"41616","F",1975,"Ellen",21
"41617","F",1975,"Evelyn",21
"41618","F",1975,"Jodie",21
"41619","F",1975,"Lorie",21
"41620","F",1975,"Mitzi",21
"41621","F",1975,"Sherrie",21
"41622","F",1975,"Sylvia",21
"41623","F",1975,"Brooke",20
"41624","F",1975,"Chanda",20
"41625","F",1975,"Robyn",20
"41626","F",1975,"Ruby",20
"41627","F",1975,"Shanna",20
"41628","F",1975,"Shonda",20
"41629","F",1975,"Brandie",19
"41630","F",1975,"Lawanda",19
"41631","F",1975,"Letitia",19
"41632","F",1975,"Marie",19
"41633","F",1975,"Summer",19
"41634","F",1975,"Tamiko",19
"41635","F",1975,"Tomika",19
"41636","F",1975,"Betsy",18
"41637","F",1975,"Edna",18
"41638","F",1975,"Jo",18
"41639","F",1975,"Kerry",18
"41640","F",1975,"Melisa",18
"41641","F",1975,"Phyllis",18
"41642","F",1975,"Rita",18
"41643","F",1975,"Ronda",18
"41644","F",1975,"Ruth",18
"41645","F",1975,"Selena",18
"41646","F",1975,"Shanda",18
"41647","F",1975,"Trina",18
"41648","F",1975,"Antoinette",17
"41649","F",1975,"Bethany",17
"41650","F",1975,"Cristy",17
"41651","F",1975,"Ebony",17
"41652","F",1975,"Felecia",17
"41653","F",1975,"Jeanette",17
"41654","F",1975,"Kimberley",17
"41655","F",1975,"Lara",17
"41656","F",1975,"Mindy",17
"41657","F",1975,"Terry",17
"41658","F",1975,"Amie",16
"41659","F",1975,"Becky",16
"41660","F",1975,"Jane",16
"41661","F",1975,"Janie",16
"41662","F",1975,"Lakeshia",16
"41663","F",1975,"Sally",16
"41664","F",1975,"Shelby",16
"41665","F",1975,"Sheri",16
"41666","F",1975,"Tia",16
"41667","F",1975,"Tosha",16
"41668","F",1975,"Vicki",16
"41669","F",1975,"Autumn",15
"41670","F",1975,"Carey",15
"41671","F",1975,"Casey",15
"41672","F",1975,"Cherie",15
"41673","F",1975,"Constance",15
"41674","F",1975,"Daphne",15
"41675","F",1975,"Felisha",15
"41676","F",1975,"Gretchen",15
"41677","F",1975,"Iris",15
"41678","F",1975,"Jean",15
"41679","F",1975,"Jenifer",15
"41680","F",1975,"Joann",15
"41681","F",1975,"Kari",15
"41682","F",1975,"Kesha",15
"41683","F",1975,"Keshia",15
"41684","F",1975,"Latonia",15
"41685","F",1975,"Lillian",15
"41686","F",1975,"Lorrie",15
"41687","F",1975,"Misti",15
"41688","F",1975,"Priscilla",15
"41689","F",1975,"Rose",15
"41690","F",1975,"Staci",15
"41691","F",1975,"Tania",15
"41692","F",1975,"Tanika",15
"41693","F",1975,"Vicky",15
"41694","F",1975,"Alisa",14
"41695","F",1975,"Anissa",14
"41696","F",1975,"Christian",14
"41697","F",1975,"Doris",14
"41698","F",1975,"Ella",14
"41699","F",1975,"Ericka",14
"41700","F",1975,"Latrice",14
"41701","F",1975,"Maggie",14
"41702","F",1975,"Monique",14
"41703","F",1975,"Naomi",14
"41704","F",1975,"Sonja",14
"41705","F",1975,"Tera",14
"41706","F",1975,"Trisha",14
"41707","F",1975,"Bridgett",13
"41708","F",1975,"Buffy",13
"41709","F",1975,"Clarissa",13
"41710","F",1975,"Demetria",13
"41711","F",1975,"Lashanda",13
"41712","F",1975,"Lena",13
"41713","F",1975,"Luciana",13
"41714","F",1975,"Marilyn",13
"41715","F",1975,"Nina",13
"41716","F",1975,"Ramona",13
"41717","F",1975,"Sheryl",13
"41718","F",1975,"Sue",13
"41719","F",1975,"Terra",13
"41720","F",1975,"Yvette",13
"41721","F",1975,"Allyson",12
"41722","F",1975,"Angelina",12
"41723","F",1975,"Charmaine",12
"41724","F",1975,"Danita",12
"41725","F",1975,"Gail",12
"41726","F",1975,"Jacquelyn",12
"41727","F",1975,"Joan",12
"41728","F",1975,"Karla",12
"41729","F",1975,"Kenyatta",12
"41730","F",1975,"Malinda",12
"41731","F",1975,"Rachael",12
"41732","F",1975,"Shawna",12
"41733","F",1975,"Sophia",12
"41734","F",1975,"Tamela",12
"41735","F",1975,"Tawana",12
"41736","F",1975,"Teri",12
"41737","F",1975,"Tisha",12
"41738","F",1975,"Yvonne",12
"41739","F",1975,"Bridgette",11
"41740","F",1975,"Candida",11
"41741","F",1975,"Cheri",11
"41742","F",1975,"Chris",11
"41743","F",1975,"Deirdre",11
"41744","F",1975,"Della",11
"41745","F",1975,"Dionne",11
"41746","F",1975,"Hilary",11
"41747","F",1975,"Jan",11
"41748","F",1975,"Jason",11
"41749","F",1975,"Joni",11
"41750","F",1975,"June",11
"41751","F",1975,"Ladonna",11
"41752","F",1975,"Lindsey",11
"41753","F",1975,"Lucinda",11
"41754","F",1975,"Lydia",11
"41755","F",1975,"Margie",11
"41756","F",1975,"Patrice",11
"41757","F",1975,"Sharonda",11
"41758","F",1975,"Sheree",11
"41759","F",1975,"Takisha",11
"41760","F",1975,"Tyra",11
"41761","F",1975,"Ursula",11
"41762","F",1975,"Amelia",10
"41763","F",1975,"Bernadette",10
"41764","F",1975,"Cara",10
"41765","F",1975,"Cassie",10
"41766","F",1975,"Chaka",10
"41767","F",1975,"Christel",10
"41768","F",1975,"Elisa",10
"41769","F",1975,"Emma",10
"41770","F",1975,"Esther",10
"41771","F",1975,"Faith",10
"41772","F",1975,"Gladys",10
"41773","F",1975,"Grace",10
"41774","F",1975,"Jaime",10
"41775","F",1975,"Jeanne",10
"41776","F",1975,"Lorraine",10
"41777","F",1975,"Mandi",10
"41778","F",1975,"Marion",10
"41779","F",1975,"Marjorie",10
"41780","F",1975,"Marla",10
"41781","F",1975,"Miriam",10
"41782","F",1975,"Monika",10
"41783","F",1975,"Nikita",10
"41784","F",1975,"Nora",10
"41785","F",1975,"Paige",10
"41786","F",1975,"Patty",10
"41787","F",1975,"Renita",10
"41788","F",1975,"Sallie",10
"41789","F",1975,"Serena",10
"41790","F",1975,"Shanita",10
"41791","F",1975,"Stefanie",10
"41792","F",1975,"Tabetha",10
"41793","F",1975,"Tangela",10
"41794","F",1975,"Toby",10
"41795","F",1975,"Towanda",10
"41796","F",1975,"Whitney",10
"41797","F",1975,"Adrian",9
"41798","F",1975,"Aisha",9
"41799","F",1975,"Alexis",9
"41800","F",1975,"Audra",9
"41801","F",1975,"Bobbi",9
"41802","F",1975,"Brandee",9
"41803","F",1975,"Callie",9
"41804","F",1975,"Catina",9
"41805","F",1975,"Cecilia",9
"41806","F",1975,"Christopher",9
"41807","F",1975,"Contina",9
"41808","F",1975,"Demetrice",9
"41809","F",1975,"Dianna",9
"41810","F",1975,"Ethel",9
"41811","F",1975,"Freda",9
"41812","F",1975,"Hazel",9
"41813","F",1975,"Jami",9
"41814","F",1975,"Jana",9
"41815","F",1975,"Jerri",9
"41816","F",1975,"Johanna",9
"41817","F",1975,"Kerrie",9
"41818","F",1975,"Lillie",9
"41819","F",1975,"Lindsay",9
"41820","F",1975,"Lynette",9
"41821","F",1975,"Mildred",9
"41822","F",1975,"Norma",9
"41823","F",1975,"Paulette",9
"41824","F",1975,"Rosalyn",9
"41825","F",1975,"Shameka",9
"41826","F",1975,"Syreeta",9
"41827","F",1975,"Tammi",9
"41828","F",1975,"Tarsha",9
"41829","F",1975,"Tonja",9
"41830","F",1975,"Tori",9
"41831","F",1975,"Valeria",9
"41832","F",1975,"Vonetta",9
"41833","F",1975,"Alecia",8
"41834","F",1975,"Alma",8
"41835","F",1975,"Antonia",8
"41836","F",1975,"Ava",8
"41837","F",1975,"Benita",8
"41838","F",1975,"Bonita",8
"41839","F",1975,"Carie",8
"41840","F",1975,"Chelsea",8
"41841","F",1975,"Chiquita",8
"41842","F",1975,"Christal",8
"41843","F",1975,"Claudette",8
"41844","F",1975,"Darla",8
"41845","F",1975,"Deidre",8
"41846","F",1975,"Dora",8
"41847","F",1975,"Elisabeth",8
"41848","F",1975,"Eugenia",8
"41849","F",1975,"Gena",8
"41850","F",1975,"Hannah",8
"41851","F",1975,"James",8
"41852","F",1975,"Jasmine",8
"41853","F",1975,"Jenna",8
"41854","F",1975,"Joanne",8
"41855","F",1975,"Karin",8
"41856","F",1975,"Kasey",8
"41857","F",1975,"Keesha",8
"41858","F",1975,"Kristal",8
"41859","F",1975,"Latesha",8
"41860","F",1975,"Lavonda",8
"41861","F",1975,"Leticia",8
"41862","F",1975,"Marcie",8
"41863","F",1975,"Mia",8
"41864","F",1975,"Penelope",8
"41865","F",1975,"Sandi",8
"41866","F",1975,"Sebrina",8
"41867","F",1975,"Selina",8
"41868","F",1975,"Sheena",8
"41869","F",1975,"Tashia",8
"41870","F",1975,"Thelma",8
"41871","F",1975,"Abby",7
"41872","F",1975,"Abigail",7
"41873","F",1975,"Adrianne",7
"41874","F",1975,"Alana",7
"41875","F",1975,"Angelica",7
"41876","F",1975,"Brandon",7
"41877","F",1975,"Catrina",7
"41878","F",1975,"Celeste",7
"41879","F",1975,"Cicely",7
"41880","F",1975,"Claire",7
"41881","F",1975,"Clara",7
"41882","F",1975,"Claudia",7
"41883","F",1975,"Delores",7
"41884","F",1975,"Dixie",7
"41885","F",1975,"Edith",7
"41886","F",1975,"Emilie",7
"41887","F",1975,"Georgia",7
"41888","F",1975,"Greta",7
"41889","F",1975,"Hollie",7
"41890","F",1975,"Ingrid",7
"41891","F",1975,"Joey",7
"41892","F",1975,"Judith",7
"41893","F",1975,"Kirsten",7
"41894","F",1975,"Kirstie",7
"41895","F",1975,"Laronda",7
"41896","F",1975,"Latricia",7
"41897","F",1975,"Lea",7
"41898","F",1975,"Lois",7
"41899","F",1975,"Mamie",7
"41900","F",1975,"Marlene",7
"41901","F",1975,"Maureen",7
"41902","F",1975,"Mechelle",7
"41903","F",1975,"Melonie",7
"41904","F",1975,"Missy",7
"41905","F",1975,"Nakita",7
"41906","F",1975,"Octavia",7
"41907","F",1975,"Patsy",7
"41908","F",1975,"Robbie",7
"41909","F",1975,"Roberta",7
"41910","F",1975,"Rosa",7
"41911","F",1975,"Rosalind",7
"41912","F",1975,"Shanon",7
"41913","F",1975,"Shasta",7
"41914","F",1975,"Shellie",7
"41915","F",1975,"Taneshia",7
"41916","F",1975,"Tiffanie",7
"41917","F",1975,"Valarie",7
"41918","F",1975,"Alfreda",6
"41919","F",1975,"Angeline",6
"41920","F",1975,"Bambi",6
"41921","F",1975,"Brande",6
"41922","F",1975,"Cameron",6
"41923","F",1975,"Casandra",6
"41924","F",1975,"Celia",6
"41925","F",1975,"Consuela",6
"41926","F",1975,"Contessa",6
"41927","F",1975,"Cora",6
"41928","F",1975,"Cristina",6
"41929","F",1975,"Danyell",6
"41930","F",1975,"Demetrius",6
"41931","F",1975,"Dusty",6
"41932","F",1975,"Eleanor",6
"41933","F",1975,"Eunice",6
"41934","F",1975,"Felica",6
"41935","F",1975,"Fonda",6
"41936","F",1975,"Gabrielle",6
"41937","F",1975,"Geneva",6
"41938","F",1975,"Harriet",6
"41939","F",1975,"Holli",6
"41940","F",1975,"India",6
"41941","F",1975,"Ivy",6
"41942","F",1975,"Jada",6
"41943","F",1975,"Janell",6
"41944","F",1975,"Jeana",6
"41945","F",1975,"Jeannette",6
"41946","F",1975,"Joanie",6
"41947","F",1975,"John",6
"41948","F",1975,"Katharine",6
"41949","F",1975,"Kecia",6
"41950","F",1975,"Keely",6
"41951","F",1975,"Kia",6
"41952","F",1975,"Laurel",6
"41953","F",1975,"Liza",6
"41954","F",1975,"Lolita",6
"41955","F",1975,"Lucretia",6
"41956","F",1975,"Marian",6
"41957","F",1975,"Marianne",6
"41958","F",1975,"Mattie",6
"41959","F",1975,"Melodie",6
"41960","F",1975,"Mendy",6
"41961","F",1975,"Mica",6
"41962","F",1975,"Millicent",6
"41963","F",1975,"Mona",6
"41964","F",1975,"Myrtle",6
"41965","F",1975,"Nakisha",6
"41966","F",1975,"Niki",6
"41967","F",1975,"Nikia",6
"41968","F",1975,"Patrina",6
"41969","F",1975,"Petrina",6
"41970","F",1975,"Polly",6
"41971","F",1975,"Precious",6
"41972","F",1975,"Rachelle",6
"41973","F",1975,"Rena",6
"41974","F",1975,"Rhoda",6
"41975","F",1975,"Robert",6
"41976","F",1975,"Shandra",6
"41977","F",1975,"Shanika",6
"41978","F",1975,"Shaquita",6
"41979","F",1975,"Shauna",6
"41980","F",1975,"Susie",6
"41981","F",1975,"Sybil",6
"41982","F",1975,"Tamala",6
"41983","F",1975,"Tamera",6
"41984","F",1975,"Tamica",6
"41985","F",1975,"Taneka",6
"41986","F",1975,"Tanesha",6
"41987","F",1975,"Terrie",6
"41988","F",1975,"Tiffani",6
"41989","F",1975,"Tiwana",6
"41990","F",1975,"Tonika",6
"41991","F",1975,"Toya",6
"41992","F",1975,"Trista",6
"41993","F",1975,"Turkessa",6
"41994","F",1975,"Twana",6
"41995","F",1975,"Venita",6
"41996","F",1975,"Venus",6
"41997","F",1975,"Vera",6
"41998","F",1975,"Vivian",6
"41999","F",1975,"Addie",5
"42000","F",1975,"Alexandra",5
"42001","F",1975,"Alyson",5
"42002","F",1975,"Andria",5
"42003","F",1975,"Angella",5
"42004","F",1975,"Anika",5
"42005","F",1975,"Anjanette",5
"42006","F",1975,"Antionette",5
"42007","F",1975,"Anya",5
"42008","F",1975,"Aprill",5
"42009","F",1975,"Arlene",5
"42010","F",1975,"Arnetta",5
"42011","F",1975,"Ashlee",5
"42012","F",1975,"Beatrice",5
"42013","F",1975,"Bernetta",5
"42014","F",1975,"Bessie",5
"42015","F",1975,"Briana",5
"42016","F",1975,"Brittany",5
"42017","F",1975,"Buffie",5
"42018","F",1975,"Carisa",5
"42019","F",1975,"Carole",5
"42020","F",1975,"Cherise",5
"42021","F",1975,"Cherita",5
"42022","F",1975,"Colleen",5
"42023","F",1975,"Consuelo",5
"42024","F",1975,"Corrie",5
"42025","F",1975,"Dacia",5
"42026","F",1975,"Daisy",5
"42027","F",1975,"Danyelle",5
"42028","F",1975,"Dedra",5
"42029","F",1975,"Dee",5
"42030","F",1975,"Deloris",5
"42031","F",1975,"Demeka",5
"42032","F",1975,"Denita",5
"42033","F",1975,"Deshawn",5
"42034","F",1975,"Desiree",5
"42035","F",1975,"Destiny",5
"42036","F",1975,"Elaine",5
"42037","F",1975,"Elena",5
"42038","F",1975,"Georgette",5
"42039","F",1975,"Haley",5
"42040","F",1975,"Hattie",5
"42041","F",1975,"Helena",5
"42042","F",1975,"Ida",5
"42043","F",1975,"Janna",5
"42044","F",1975,"Jessie",5
"42045","F",1975,"Jewel",5
"42046","F",1975,"Jocelyn",5
"42047","F",1975,"Justina",5
"42048","F",1975,"Karie",5
"42049","F",1975,"Karyn",5
"42050","F",1975,"Kristel",5
"42051","F",1975,"Lakenya",5
"42052","F",1975,"Lasandra",5
"42053","F",1975,"Lashawn",5
"42054","F",1975,"Latarsha",5
"42055","F",1975,"Lou",5
"42056","F",1975,"Lucille",5
"42057","F",1975,"Lucy",5
"42058","F",1975,"Lynda",5
"42059","F",1975,"Mae",5
"42060","F",1975,"Marcella",5
"42061","F",1975,"Marcy",5
"42062","F",1975,"Marguerite",5
"42063","F",1975,"Maya",5
"42064","F",1975,"Meghan",5
"42065","F",1975,"Michell",5
"42066","F",1975,"Millie",5
"42067","F",1975,"Mollie",5
"42068","F",1975,"Morgan",5
"42069","F",1975,"Natashia",5
"42070","F",1975,"Natosha",5
"42071","F",1975,"Princess",5
"42072","F",1975,"Randi",5
"42073","F",1975,"Rikki",5
"42074","F",1975,"Rolanda",5
"42075","F",1975,"Rosemary",5
"42076","F",1975,"Roxanne",5
"42077","F",1975,"Shamika",5
"42078","F",1975,"Shani",5
"42079","F",1975,"Shanta",5
"42080","F",1975,"Shawanda",5
"42081","F",1975,"Sheba",5
"42082","F",1975,"Shelita",5
"42083","F",1975,"Shenika",5
"42084","F",1975,"Sherita",5
"42085","F",1975,"Sholanda",5
"42086","F",1975,"Sondra",5
"42087","F",1975,"Stacia",5
"42088","F",1975,"Stephenie",5
"42089","F",1975,"Steven",5
"42090","F",1975,"Tameika",5
"42091","F",1975,"Tami",5
"42092","F",1975,"Tawanna",5
"42093","F",1975,"Tesha",5
"42094","F",1975,"Tressa",5
"42095","F",1975,"Treva",5
"42096","F",1975,"Tunisia",5
"42097","F",1975,"Twanda",5
"42098","F",1975,"William",5
"42099","F",1976,"Jennifer",1418
"42100","F",1976,"Amy",813
"42101","F",1976,"Angela",714
"42102","F",1976,"Kimberly",697
"42103","F",1976,"Heather",669
"42104","F",1976,"Melissa",615
"42105","F",1976,"Crystal",505
"42106","F",1976,"Amanda",494
"42107","F",1976,"Shannon",434
"42108","F",1976,"Stephanie",416
"42109","F",1976,"Christina",390
"42110","F",1976,"Lisa",385
"42111","F",1976,"Mary",368
"42112","F",1976,"Jamie",353
"42113","F",1976,"Tonya",352
"42114","F",1976,"April",346
"42115","F",1976,"Elizabeth",336
"42116","F",1976,"Kelly",312
"42117","F",1976,"Christy",306
"42118","F",1976,"Rebecca",293
"42119","F",1976,"Michelle",290
"42120","F",1976,"Wendy",275
"42121","F",1976,"Julie",262
"42122","F",1976,"Laura",258
"42123","F",1976,"Misty",252
"42124","F",1976,"Tammy",252
"42125","F",1976,"Jessica",241
"42126","F",1976,"Karen",235
"42127","F",1976,"Tracy",235
"42128","F",1976,"Sarah",222
"42129","F",1976,"Susan",218
"42130","F",1976,"Tiffany",204
"42131","F",1976,"Tina",197
"42132","F",1976,"Leslie",192
"42133","F",1976,"Brandy",176
"42134","F",1976,"Carrie",175
"42135","F",1976,"Cynthia",175
"42136","F",1976,"Pamela",171
"42137","F",1976,"Dana",169
"42138","F",1976,"Emily",169
"42139","F",1976,"Sharon",166
"42140","F",1976,"Jaime",162
"42141","F",1976,"Ashley",161
"42142","F",1976,"Andrea",153
"42143","F",1976,"Tara",148
"42144","F",1976,"Lori",144
"42145","F",1976,"Melanie",144
"42146","F",1976,"Teresa",143
"42147","F",1976,"Donna",141
"42148","F",1976,"Holly",140
"42149","F",1976,"Allison",136
"42150","F",1976,"Nicole",134
"42151","F",1976,"Patricia",134
"42152","F",1976,"Monica",127
"42153","F",1976,"Katherine",125
"42154","F",1976,"Tanya",124
"42155","F",1976,"Erin",119
"42156","F",1976,"Rachel",112
"42157","F",1976,"Stacy",111
"42158","F",1976,"Latoya",110
"42159","F",1976,"Erica",109
"42160","F",1976,"Sherry",108
"42161","F",1976,"Anna",105
"42162","F",1976,"Catherine",105
"42163","F",1976,"Christie",105
"42164","F",1976,"Felicia",105
"42165","F",1976,"Rhonda",105
"42166","F",1976,"Amber",104
"42167","F",1976,"Robin",103
"42168","F",1976,"Natasha",98
"42169","F",1976,"Sandra",95
"42170","F",1976,"Stacey",93
"42171","F",1976,"Regina",92
"42172","F",1976,"Alicia",91
"42173","F",1976,"Melinda",90
"42174","F",1976,"Natalie",90
"42175","F",1976,"Dawn",89
"42176","F",1976,"Tamika",88
"42177","F",1976,"Samantha",87
"42178","F",1976,"Courtney",85
"42179","F",1976,"Deborah",83
"42180","F",1976,"Tamara",81
"42181","F",1976,"Brandi",80
"42182","F",1976,"Latasha",79
"42183","F",1976,"Kathryn",78
"42184","F",1976,"Angel",77
"42185","F",1976,"Joy",77
"42186","F",1976,"Meredith",77
"42187","F",1976,"Paula",77
"42188","F",1976,"Sara",77
"42189","F",1976,"Angie",75
"42190","F",1976,"Danielle",74
"42191","F",1976,"Latonya",72
"42192","F",1976,"Margaret",72
"42193","F",1976,"Sabrina",71
"42194","F",1976,"Anita",70
"42195","F",1976,"Beverly",70
"42196","F",1976,"Kristie",70
"42197","F",1976,"Valerie",70
"42198","F",1976,"Yolanda",70
"42199","F",1976,"Carla",68
"42200","F",1976,"Christine",68
"42201","F",1976,"Linda",68
"42202","F",1976,"Jill",67
"42203","F",1976,"Katrina",67
"42204","F",1976,"Kristi",67
"42205","F",1976,"Kristy",67
"42206","F",1976,"Tracey",66
"42207","F",1976,"Cindy",65
"42208","F",1976,"Maria",64
"42209","F",1976,"Sonya",64
"42210","F",1976,"Mandy",63
"42211","F",1976,"Jacqueline",61
"42212","F",1976,"Melody",61
"42213","F",1976,"Victoria",61
"42214","F",1976,"Brenda",60
"42215","F",1976,"Candace",60
"42216","F",1976,"Caroline",60
"42217","F",1976,"Cheryl",60
"42218","F",1976,"Kendra",60
"42219","F",1976,"Kristin",60
"42220","F",1976,"Nancy",60
"42221","F",1976,"Carolyn",59
