"county","census_tract","population","ozone_pollution","particle_pollution","cancer_life_prob","disposal_area","lead_area","park_area","walkability","highway_area","impaired_water","minority","minority_category","poverty","uninsured","no_high_school","unemployed","high_blood_pressure","asthma","cancer","mental_health","diabetes","env_burden_rank","health_vuln_rank","social_vuln_rank","env_justice_rank"
"Forsyth",6,2259,0.67,9.23,37.05,0,0,100,15.42,100,5.75,98.2,"greater_75",68.0691,17.2,24.4,17.4,53.3,13.8,6.2,20.5,26.5,0.8491,0.8,0.9886,0.9826
"Forsyth",7,2238,1,9.27,37.73,0,0,100,14,100,15.41,81.4,"greater_75",67.0241,16.3,12.8,7.1,50.6,12.9,6.4,18.4,23,0.7413,0.8,0.7868,0.9143
"Forsyth",8.01,3399,1.33,9.32,36.74,0,0,100,10.25,100,24.9,85.7,"greater_75",83.7386,8.7,42.1,20.2,24.3,16.1,1.3,29.6,7,0.8565,0.4,0.9185,0.8729
"Forsyth",8.02,2536,1.33,9.34,37.36,0.29,0,100,8.42,100,28.34,78.4,"greater_75",82.7926,13.8,16.5,7,33.3,12.9,3.5,23.2,13.5,0.9265,0.6,0.9348,0.9465
"Forsyth",9,3273,1,9.31,37.72,0,0,100,10.67,100,28.35,48.7,"btwn_25_50",56.1232,17.2,14.3,11.1,32.8,10.9,5.7,17.3,12.3,0.7678,0.6,0.9217,0.9046
"Forsyth",10,4119,1,9.3,38.54,0,0,100,9.29,99.43,28.35,48.2,"btwn_25_50",45.2051,14.8,12.6,8,28.8,9.1,4.9,14.2,8.9,0.6032,0,0.692,0.5215
"Forsyth",11,2603,1,9.25,39.54,0,0,100,9.44,100,28.35,32,"btwn_25_50",44.625,15.2,5.6,6.1,31,9.3,5.8,13.6,9.8,0.6776,0,0.6615,0.5443
"Forsyth",12,1991,1,9.21,37.91,0,0,100,8.83,37.94,26.72,10.4,"less_25",15.0648,1.6,5.5,1.2,36.2,7.7,11.2,8.2,9.7,0.6884,0.4,0.1034,0.4644
"Forsyth",13,4846,1,9.15,35.89,0,0,88.71,7.56,0,0,36.8,"btwn_25_50",36.0526,5.4,5.5,7.6,18.1,10.4,3.3,18.3,5.1,0.4873,0.4,0.4671,0.5523
"Forsyth",14,3641,0.67,9.13,36.4,1.53,0,98.06,7.25,79.83,1.27,86.8,"greater_75",71.1098,15.7,23.7,10.1,42.5,11.9,4.9,19.4,17.7,0.9693,0.8,0.992,0.9972
"Forsyth",15,4674,0.67,9.12,35.18,25.79,0,98.6,7.11,95.03,0.89,82.9,"greater_75",56.6752,26.1,23.3,10.1,40.4,11.8,5.2,19.1,16.7,0.9495,0.8,0.9722,0.9941
"Forsyth",16.01,3256,0.67,9.17,35.7,39.85,0,96.12,5.22,63.95,3.03,90.2,"greater_75",38.6057,14.9,11.3,5.7,51.3,11.5,7.5,13.9,20,0.9496,0.8,0.8152,0.9699
"Forsyth",16.02,3449,0.67,9.2,36.54,61.75,0,99.81,5.92,100,3.05,93.7,"greater_75",60.0348,19.4,19.3,5.7,51,13.5,5.8,19.5,21.6,0.9759,0.8,0.9372,0.9931
"Forsyth",17,5678,0.67,9.26,36.57,0,0,99.16,6.43,100,3.05,84.5,"greater_75",53.4167,10.7,10.1,5,43.4,11.4,5.6,16.1,17.1,0.7289,0.8,0.8286,0.9216
"Forsyth",18,4308,1.33,9.38,36.97,0,0,100,6.79,90.26,3.96,93.2,"greater_75",67.7622,21.1,23.4,9.6,47.9,12.2,6.2,17.8,20.4,0.8334,0.8,0.9786,0.9784
"Forsyth",19.01,1608,1.33,9.39,37.35,87.5,0,100,9,100,28.25,81.1,"greater_75",76.3636,23.8,36.4,9.2,40.4,12.5,5.1,21.8,19,0.9585,0.8,0.9796,0.9954
"Forsyth",19.02,1911,1.33,9.34,37.12,4.46,0,100,10.42,100,28.35,35.9,"btwn_25_50",49.2412,23.7,13.2,1.5,34.3,10.3,5.9,16.2,12.4,0.9345,0.4,0.481,0.7554
"Forsyth",20.01,2692,1.33,9.4,37.31,99.46,0,100,7.17,100,28.03,70.3,"btwn_50_75",69.1679,13.6,21.1,10.4,44.1,12.4,6.2,20.2,19.5,0.95,0.8,0.9555,0.9922
"Forsyth",20.02,3627,1.33,9.38,37.39,21.06,0,100,9.5,89.89,27.23,73,"btwn_50_75",61.952,21,25.7,4,40.6,11.5,6.5,18.9,16.3,0.7578,0.8,0.7732,0.915
"Forsyth",21,2206,1,9.3,47.63,0,0,100,10.42,97.6,28.35,17.2,"less_25",35.2629,13.4,8.7,9.1,32.8,8.9,8.4,12.3,10,0.6923,0.2,0.6134,0.6257
"Forsyth",22,3526,1,9.27,42.45,0,0,100,13.72,100,20.74,19.3,"less_25",28.9451,2.4,3.7,2.1,29,8.4,6.9,11.3,8,0.6548,0,0.292,0.3224
"Forsyth",25.01,2611,1,9.22,37.51,0,0,100,7.44,63.95,1.41,4.9,"less_25",5.8215,0.4,1.8,2.7,30.7,7.8,8.8,8.6,8,0.5422,0.2,0.0031,0.2072
"Forsyth",25.02,2899,1,9.23,38.42,0,0,100,5.5,69.15,0,9.2,"less_25",10.8313,1.4,1.8,5.5,33.8,7.8,9.8,8.5,9.2,0.5285,0.2,0.0329,0.2161
"Forsyth",26.01,2824,1,9.17,36.05,0,0,95.53,7.67,0,0,13.6,"less_25",16.6785,1.9,3.2,1.9,35.5,8.1,9.8,9.4,10.3,0.0838,0.4,0.0436,0.1044
"Forsyth",26.03,5528,1,9.13,34.71,0,0,50.95,6.71,0,0,30.3,"btwn_25_50",18.7215,6.8,3.3,3.6,32.2,8.7,7.8,11.2,9.7,0.1374,0.2,0.2222,0.1182
"Forsyth",26.04,6604,1,9.08,33.75,0,0,71.29,6.79,0,3.78,38.4,"btwn_25_50",22.5167,5.2,4.9,4.6,32,8.7,6.9,11.3,9.5,0.0965,0,0.3482,0.0745
"Forsyth",27.01,6700,0.67,9.06,34.38,0,0,99.01,6.89,0,0.11,73.4,"btwn_50_75",46.1045,25.6,14.9,6.2,37.6,11.5,5.3,18,14.4,0.1511,0.8,0.8714,0.758
"Forsyth",27.02,5924,0.67,9.07,35.17,0,0,100,7.13,62.09,0,75.6,"greater_75",57.4182,16.2,12.8,10.3,40.8,11.9,6.8,17.8,16.2,0.5334,0.8,0.9437,0.901
"Forsyth",27.03,6439,0.67,9.11,35.18,0,0,94.97,8.04,5.05,0,63,"btwn_50_75",62.5243,16,7.2,7.1,29.2,10.5,5,16.7,9.9,0.4742,0.4,0.7252,0.6678
"Forsyth",28.01,4330,0,8.85,31.74,0,0,19.18,4.78,3.45,3.03,13.1,"less_25",25.3769,8.5,5.4,1.2,34.3,9.2,7.8,12.9,10.8,0.3244,0.2,0.1412,0.1668
"Forsyth",28.04,4174,0.33,9,33.75,0,0,24.39,4.67,31.56,3.41,61.8,"btwn_50_75",38.2487,7.8,12.3,6,36.6,9.9,6.7,14.6,13.3,0.395,0.4,0.65,0.5966
"Forsyth",28.06,3147,0.67,9.01,34.26,0,0,60.16,9,95.15,0,65,"btwn_50_75",59.6802,18.1,22,7.3,38.9,10.7,7.2,16.7,15,0.3933,0.8,0.9913,0.8755
"Forsyth",28.07,5269,0,8.91,33.48,0,0,23.57,5,5.45,0.01,39.3,"btwn_25_50",29.2553,9.1,15.4,3.2,36.8,10.1,7.4,14.7,12.7,0.2205,0.4,0.587,0.4734
"Forsyth",28.08,4045,0,8.87,32.89,0,0,32.49,4.67,68.51,6.01,23.7,"less_25",24.9197,7.1,11.2,2.8,33.3,9.3,7.3,13.2,10.2,0.3233,0,0.3523,0.1716
"Forsyth",28.09,2898,0,8.9,33.26,0,0,15.09,4.75,59.09,7.2,36,"btwn_25_50",13.3885,7.9,8,5.6,35.6,8.9,8.3,11.8,11,0.3228,0.4,0.2435,0.3345
"Forsyth",29.01,4812,0.67,8.99,33.78,0,0,63.74,4.72,4.18,0,47.4,"btwn_25_50",51.4196,15.4,17.6,5.9,37.9,10.8,6.8,16.5,14.5,0.3793,0.8,0.8411,0.8273
"Forsyth",29.03,3898,0.67,9.1,34.17,0,0,16.62,3.71,17.88,0.03,35.6,"btwn_25_50",55.7424,14.5,30.9,7.7,39.9,10.8,7.3,16.8,15.2,0.6188,0.8,0.8863,0.9083
"Forsyth",29.04,2285,0.67,9.01,33.09,0,0,1.88,5,47.22,0.04,10.1,"less_25",32.8194,17,14,10.6,37.8,9.6,7.8,14.4,12.2,0.2945,0.4,0.4551,0.4413
"Forsyth",30.02,4087,0.67,9.19,34.73,0,0,52.06,5.39,99.64,3.04,56.4,"btwn_50_75",40.9591,9.4,17.2,6.7,42.7,10.8,7.6,14.7,16.2,0.7243,0.8,0.6378,0.869
"Forsyth",30.03,3332,0.67,9.26,35.05,0,0,71.03,7.08,78.92,3.05,28.3,"btwn_25_50",28.5114,4.6,14.3,4,34.6,10,6.8,14.8,11.5,0.457,0,0.2792,0.2023
"Forsyth",30.04,3577,1,9.34,35.37,0,0,67.22,7.92,91.28,3.05,18.9,"less_25",27.0592,5.4,6.4,6.2,34.7,9.3,7.9,12.7,11.1,0.4381,0.2,0.5399,0.4568
"Forsyth",31.03,5463,0.67,9.22,33.69,0,0,16.99,5.83,48.02,3.2,20.4,"less_25",20.3734,9.9,7.5,5.9,29.8,8.8,6.7,12,8.7,0.2261,0,0.3803,0.1384
"Forsyth",31.05,3763,0.67,9.12,33.28,0,0,40.93,5.25,84.64,27.49,19.5,"less_25",36.2473,11.4,11.7,6.6,34.9,10,6.7,15,11.7,0.3184,0.2,0.6656,0.4603
"Forsyth",31.06,3140,0.67,9.07,33.13,0,0,0,2.5,32.13,24.96,2.9,"less_25",22.4038,6.4,9.5,6.2,32.3,9.2,7.2,13.4,10.1,0.2896,0,0.1781,0.0828
"Forsyth",31.07,4338,1,9.29,34.21,0,0,57.86,4.67,0.43,3.13,23.7,"less_25",25.8414,8.8,6.1,6.5,34.4,9.4,7.3,13.5,10.9,0.3721,0,0.3695,0.2051
"Forsyth",31.08,3822,1,9.33,34.21,0,0,17.72,7.67,1.28,7.24,40.3,"btwn_25_50",61.8526,17.8,22.7,6.7,36.3,10.7,6.9,18.1,14.4,0.2653,0.8,0.9717,0.8327
"Forsyth",32.01,5037,1,9.36,35.04,0,0,94.09,9.54,51.99,3.65,37.3,"btwn_25_50",36.8882,13.4,11,4.4,33.5,9.6,7.6,13.8,11.5,0.4293,0.2,0.5455,0.4552
"Forsyth",32.02,3884,1,9.41,35.58,0,0,90.87,10.78,63.81,26.85,37.9,"btwn_25_50",34.9382,13.8,20.2,7.8,34.4,9.8,6.8,15.5,11.8,0.4174,0.2,0.8232,0.5945
"Forsyth",33.07,3970,1,9.42,35.64,0,0,36.96,6.58,94.03,3.67,33,"btwn_25_50",23.4761,7,6.2,4,32.6,9.1,7.1,12.9,9.8,0.3638,0,0.3688,0.2003
"Forsyth",33.08,8798,1,9.41,35.52,0,0,35.11,5.71,77.63,2.11,31.6,"btwn_25_50",17.1273,5.1,4.7,2.9,30.1,8.8,6.4,12.2,8.7,0.3832,0,0.1571,0.1094
"Forsyth",33.09,5431,1.33,9.36,36.3,0,0,99.03,6.44,66.17,3,60.9,"btwn_50_75",47.2761,11,11.5,0.4,37.9,10.7,5.6,15.7,13.6,0.4729,0.8,0.712,0.8159
"Forsyth",33.1,4337,1.33,9.44,35.91,0,0,92.97,4.42,97.7,0.17,54.8,"btwn_50_75",40.0738,14.3,15.7,5.7,31.8,9.8,5.7,14.6,10.1,0.2792,0,0.5325,0.2435
"Forsyth",33.11,1927,1.33,9.51,35.26,0,0,50.95,5.67,98.9,0,39,"btwn_25_50",11.0535,3.8,3.8,1.6,30,9.2,6.3,13.1,8.8,0.3549,0,0.0863,0.0733
"Forsyth",33.12,3444,1,9.56,35.78,0,0,10.68,6.17,86.54,35.12,22.9,"less_25",27.7013,6.8,6.4,5.1,31.1,9,6.9,12.9,9.4,0.3964,0,0.3998,0.2351
"Forsyth",33.13,1676,1,9.65,35.57,0,0,0.43,5.83,95.02,31.89,23.3,"less_25",38.8471,6.5,11.6,6.2,39.1,10.1,8.1,15.9,14.6,0.5332,0.8,0.6894,0.828
"Forsyth",33.14,3400,1,9.57,35.63,0,0,15.61,5.5,97.14,15.62,21.5,"less_25",23.2353,10.3,6.4,6.1,30.3,9.1,6.5,13.4,9.2,0.4558,0,0.3485,0.2396
"Forsyth",33.15,3488,1,9.48,35.86,0,0,64.86,8.25,100,26.15,24.9,"less_25",33.5436,10.7,9,2.2,33.3,9.5,7.3,14.1,10.8,0.5162,0,0.549,0.3934
"Forsyth",34.02,2368,1.33,9.55,35.53,0,0,44.2,6,65.37,18.37,12.1,"less_25",28.8851,7.2,15.5,3.3,37.1,10,7.8,15.3,12.9,0.3924,0.6,0.4925,0.6156
"Forsyth",34.03,3259,1.33,9.46,36.56,0.01,0,36,6.33,97.65,0,82.4,"greater_75",58.6069,22.6,19.6,3.5,32.7,10.7,3.9,19.1,12.4,0.7134,0.6,0.8395,0.8665
"Forsyth",34.04,4198,1.33,9.42,36.7,1.78,0,71.94,6.17,100,1.83,87.1,"greater_75",80.9433,19.7,34.3,5.4,40.3,12.6,4.9,21.8,18,0.8968,0.8,0.9442,0.9831
"Forsyth",35,7565,1.33,9.5,36.74,15.05,0,47.92,4.77,52.53,0.35,70,"btwn_50_75",57.68,16.4,22.6,10.9,36.1,11,5.6,16.9,14,0.8609,0.8,0.9239,0.9739
"Forsyth",36,7308,1.33,9.5,35.49,3.48,0,30.7,6.67,84.5,0.1,56,"btwn_50_75",36.3437,16.7,17.3,2.3,32,9.8,6.3,14.9,11.2,0.86,0,0.614,0.6104
"Forsyth",37.01,4337,1.33,9.36,37.5,0,0,100,7.17,84.65,28.34,71.5,"btwn_50_75",63.454,12.1,19,2.4,30.6,11,4.2,17.2,10.4,0.2616,0.4,0.6488,0.5299
"Forsyth",37.02,5241,1.33,9.41,35.97,0,0,98.1,6.39,7.66,21.44,44.6,"btwn_25_50",41.4043,7.7,10.4,7,33.4,9.6,6.3,13.8,10.4,0.1359,0,0.5297,0.1668
"Forsyth",37.03,8211,1.33,9.48,34.66,0,0,15.47,5.08,0,0.14,46.5,"btwn_25_50",19.6687,8.4,6.1,6.6,27.8,9.2,5.3,12.9,8.3,0.1073,0,0.3219,0.0689
"Forsyth",38.03,5480,1.33,9.41,38.06,0,0,51.5,5.17,15.44,16.9,39.7,"btwn_25_50",24.8175,7.9,1.7,6.2,33.3,9.3,7.5,12.7,10.5,0.3971,0.2,0.3916,0.3475
"Forsyth",38.04,4838,1,9.36,38.96,0,0,46.53,6.89,85.93,24.11,35.6,"btwn_25_50",25.0793,9.7,6.6,3.6,34.5,8.9,8.4,11.5,10.2,0.55,0.2,0.5999,0.5501
"Forsyth",38.05,5518,1,9.3,37.59,0,0,95.88,7,100,0.43,46.3,"btwn_25_50",35.7376,11.2,10.7,6.4,36.8,10.3,6.5,15,12,0.5303,0.2,0.4261,0.4453
"Forsyth",38.06,3217,1,9.33,35.15,0,0,3.3,6.75,100,0.07,36.7,"btwn_25_50",24.184,10,6.6,10.4,32.8,9,7,12.2,9.9,0.4927,0,0.4749,0.3354
"Forsyth",39.03,4502,1,9.27,36.37,0,0,100,6.67,100,0,58.2,"btwn_50_75",56.6198,11.1,12.9,6.8,32.8,10.7,5.3,17.2,11.5,0.4197,0.4,0.8285,0.6886
"Forsyth",39.04,6185,1,9.26,34.76,0,0,28.66,7.25,99.05,0,34.8,"btwn_25_50",23.8443,7.2,4.6,1.7,31.7,8.7,7.5,11.7,9.6,0.1667,0.2,0.3765,0.206
"Forsyth",39.05,3504,1,9.24,35.62,0,0,100,6.58,78.77,0,36.1,"btwn_25_50",30.7363,8.4,4.6,5.1,31,8.7,7.1,11.8,8.9,0.1457,0,0.5291,0.171
"Forsyth",39.06,3533,1,9.21,34.97,0,0,100,6.89,0.72,0,5.7,"less_25",8.7575,5.4,0.3,6.1,35.6,7.9,10.2,8.8,10.1,0.1627,0.4,0.038,0.1358
"Forsyth",39.08,3015,1,9.19,34.33,0,0,14.95,7.33,0,0,10.8,"less_25",10.9784,1.4,0.7,5.4,32.8,8,8.8,8.9,9.2,0.069,0.2,0.0172,0.0309
"Forsyth",39.09,4436,1,9.22,34.57,0,0,26.17,7,4.92,0,17.9,"less_25",11.339,3.1,2.5,3.3,30.9,8.3,8.1,10.2,8.8,0.0855,0.2,0.0278,0.0367
"Forsyth",40.05,4584,1,9.39,33.97,0,0,98.32,7.39,55.02,0,9.9,"less_25",11.7634,2.1,3.4,4.1,33.6,8.3,8.9,10,9.8,0.3011,0.2,0.1135,0.1421
"Forsyth",40.07,8119,0.67,9.2,33.51,0,0,8.79,4.88,31.94,0.44,15,"less_25",11.0112,2.7,2.8,5.3,32.1,8.5,7.7,10.9,9.6,0.1451,0.2,0.1338,0.0865
"Forsyth",40.09,4657,0.33,9.1,32.4,0,0,20.96,5.75,48.66,0.54,7.5,"less_25",19.3395,1.8,5.3,5.6,31.2,8.6,7.6,11.4,9.2,0.1153,0.2,0.1285,0.0742
"Forsyth",40.1,3995,0.67,9.15,33.68,0,0,5.65,7.17,0.31,0,19.3,"less_25",10.1186,6.4,3.1,3.6,26.7,8.1,6.7,10.1,7.3,0.065,0,0.1335,0.0153
"Forsyth",40.11,5965,0.67,9.2,33.73,0,0,57,7.72,80.48,0.09,10.7,"less_25",19.0109,4.3,5.8,1.9,30.7,9,7.1,12.4,9.5,0.1112,0,0.1374,0.0238
"Forsyth",40.12,6310,1,9.27,34.1,0,0,0.49,7.21,75.54,0,30.6,"btwn_25_50",29.4722,5.7,8.8,2.8,29.5,9,6.8,12.8,9.2,0.1823,0,0.3964,0.126
"Forsyth",40.13,3454,1,9.32,34.34,0,0,50,8.67,100,0,32.2,"btwn_25_50",34.337,14.6,9.4,2.8,32.5,8.8,7.2,12.3,10.5,0.134,0,0.6045,0.2034
"Forsyth",40.14,2882,1,9.35,34.33,0,0,12.45,8,90.08,0,10.8,"less_25",26.0718,5.5,3.2,3.1,33.8,8.4,8.7,11,10,0.4331,0.2,0.2608,0.2905
"Forsyth",40.15,4749,1,9.43,33.63,0,0,41.18,4.61,19.38,0,26,"btwn_25_50",18.1933,6.4,5.8,4.5,30.4,8.7,6.8,11.9,8.9,0.3268,0,0.2383,0.1206
"Forsyth",41.02,3389,0.33,8.97,31.95,0,0,15.86,4.58,0,0.03,15.1,"less_25",30.8784,5.9,15.2,5.7,36.8,9.6,8.2,13.6,12,0.2059,0.4,0.5179,0.4267
"Forsyth",41.03,4479,0.67,9.09,33.24,0,0,2.76,5.83,0,2.83,17.5,"less_25",22.4558,8.6,3.7,3.5,33.2,8.9,7.6,11.9,10.2,0.0824,0.2,0.1868,0.0832
"Forsyth",41.04,4119,0,9,33.04,0,0,84.24,5.5,0,2.96,18.8,"less_25",16.5089,6.4,0.8,1.9,34.3,8.8,8.3,11.3,10.7,0.0236,0.2,0.1316,0.0473
"Franklin",601,4744,0,9.1,31.44,0,0,0,2.92,0,3.1,51.6,"btwn_50_75",46.9646,11.6,17.9,7.9,44,11.3,7.1,16.3,16.6,0.0571,0.8,0.9132,0.7386
"Franklin",602,3704,0,8.95,30.85,0,0,0,4.58,0,0,21.1,"less_25",29.1373,8.9,16.9,7.4,41,10.3,7.6,14.9,14.1,0.076,0.6,0.6714,0.5488
"Franklin",603.01,6123,0,9.2,31.78,0,0,0,7.67,0,0,48.6,"btwn_25_50",30.951,4.3,13.1,7.6,40.3,10,7.7,13.3,13.2,0.1262,0.6,0.7387,0.6062
"Franklin",603.02,2702,0,9.33,32.66,0,0,0,7.67,0,9.19,77.7,"greater_75",62.4495,11,23.4,13.2,48.2,12.1,6.9,18.1,20.8,0.4045,0.8,0.9925,0.879
"Franklin",604.01,2774,0,9.47,33.87,0,0,0,4.83,28.7,1.87,38.3,"btwn_25_50",42.4297,9.3,19.1,4.6,39.4,10.9,6.6,17.1,14.2,0.1861,0.8,0.6756,0.694
"Franklin",604.02,4984,0,9.41,33.94,0,0,0,5,20.49,1.86,61.8,"btwn_50_75",55.317,16.1,21.6,7.6,45.8,11.7,6.9,16.7,17.5,0.6859,0.8,0.9784,0.9473
"Franklin",605.01,7599,0,9.63,33.61,0,0,2.15,7.25,50.51,3.19,32.4,"btwn_25_50",17.6845,7.5,6,8.2,31.3,9.1,6.1,12.4,9,0.3854,0,0.3159,0.1847
"Franklin",605.02,8934,0,9.58,33.53,0,0,2.97,5.83,20.17,9.43,22.3,"less_25",20.1507,3.1,5,3,31.3,9.3,6.3,13.2,9.3,0.5764,0,0.182,0.2145
"Franklin",606,9200,0,9.46,32.44,0,0,0.59,3.61,0,22.16,25.6,"btwn_25_50",27.9674,11.1,11,4,34,10,6.4,14.9,11,0.2002,0,0.526,0.1973
"Franklin",607,6391,0,9.16,30.99,0,0,0,4.61,0,0,34.6,"btwn_25_50",36.6296,12.2,16,2.9,40.5,10.4,7.1,15.2,14.1,0.032,0.6,0.6489,0.5141
"Franklin",608.01,4102,0,9.35,31.51,0,0,0,6.33,0,21.53,34.8,"btwn_25_50",39.6584,18.1,18.3,4.2,37.6,10.5,5.7,15.7,12.8,0.0635,0.8,0.7532,0.6755
"Franklin",608.02,5105,0,9.43,31.37,0,0,0,4.58,25.61,0.05,26.4,"btwn_25_50",37.2684,13,18.1,5.6,33.2,9.9,6.5,15.1,10.8,0.1283,0,0.736,0.2734
"Gaston",301.01,3627,1,10.08,36.99,0,0,6.8,4.5,0,19.2,13.9,"less_25",22.0017,16.5,10.8,7,31.7,9.2,6.9,13,9.4,0.6044,0,0.4863,0.4083
"Gaston",301.02,4011,0.67,10.12,37.66,12.54,0,0,4.67,0,17.75,29,"btwn_25_50",33.2585,5.3,10.8,3.7,33.9,9.8,6.8,14.7,11,0.9703,0,0.2799,0.4978
"Gaston",302.03,2377,1,10.04,35.72,0,0,16.16,6.83,0,0.08,8.6,"less_25",32.7724,15.9,10.7,4.7,33.4,9.8,7.3,15,10.8,0.5188,0,0.3979,0.304
"Gaston",302.04,3491,1,10.07,36.4,0,0,13.08,5.67,0,0,22.2,"less_25",17.0359,3.6,8.6,5.7,32.2,9.2,7.2,13.3,9.7,0.4321,0,0.3399,0.2219
"Gaston",302.05,4199,1,10.01,35.87,0,0,21.22,4.22,0,18.62,10.7,"less_25",37.797,8.7,12,4,33.2,10,6.8,16,10.8,0.6479,0.2,0.5526,0.5753
"Gaston",303.01,2723,1,9.98,36.21,0,0,0,4.17,47.17,5.59,3.2,"less_25",43.5688,13.9,19,8.4,34.7,10.3,7.3,16,11.5,0.3345,0.2,0.6001,0.4325
"Gaston",303.02,2518,0.67,10.03,36.69,0,0,1.65,5.92,22.6,21.85,18,"less_25",43.0924,11.3,19.7,9.8,35.2,10.6,6.9,17.2,12.4,0.4429,0.8,0.8784,0.8579
"Gaston",304.01,4271,0.67,9.95,35.51,0,0,0,3,23.79,6.75,6.2,"less_25",26.596,8.2,14.8,2.9,33.4,9.6,7.2,14.4,10.5,0.2639,0,0.3498,0.1417
"Gaston",304.02,4492,0.67,9.97,36,0,0,26.31,5.89,17.96,47.5,13,"less_25",31.8127,10,15.3,6.1,30.7,9.9,6.3,15.5,9.8,0.3585,0.2,0.5926,0.4421
"Gaston",305.01,2778,0.67,9.9,35.27,0,0,0,3.08,0,6.8,7.1,"less_25",42.914,6.5,11.6,3.6,31.7,10,6.7,15.7,10.7,0.3967,0.2,0.4413,0.377
"Gaston",305.02,3581,0.67,9.89,35.39,0,0,21.79,3.72,0,23.2,14.4,"less_25",31.2762,9.3,12.2,4.8,34.5,9.9,7,15.4,11.3,0.284,0,0.4663,0.21
"Gaston",306.01,2640,0.67,9.82,34.67,0,0,32.71,7,0,43.82,5.5,"less_25",43.4617,4.7,13.1,4.2,33.5,9.9,7.4,15.3,11.9,0.6068,0,0.6219,0.4852
"Gaston",306.02,2565,0.33,9.76,33.64,0,0,10.69,6.17,0,17.94,12.1,"less_25",33.5432,17.5,20.3,6.4,36.1,10,8.5,15,12.2,0.3022,0.4,0.7645,0.6071
"Gaston",307,3474,0.67,9.84,34.83,0,0,41.43,6.72,0,0.24,17.4,"less_25",37.939,9.3,11.9,3.3,37.2,10.1,8.1,15.1,13.2,0.3695,0.6,0.5944,0.6514
"Gaston",308.01,1538,0.67,9.93,37.12,21.26,0,20.3,3.67,0,37.03,11.1,"less_25",48.8296,11.3,25.2,10.5,36.9,10.7,7.4,17.3,13.9,0.8573,0.8,0.6971,0.9208
"Gaston",308.02,4096,0.67,9.96,37.87,4.92,0,26.84,7.61,0,39.14,18.9,"less_25",50.4395,13.1,20.4,4.4,34.9,10.6,6.6,17.5,12,0.8,0.6,0.7327,0.8607
"Gaston",309.01,2154,0.67,10.01,38.12,0,0,67.87,9.33,100,51.87,24.6,"less_25",37.4245,14.9,22.9,5.8,34.9,10.6,7.1,17.1,12.1,0.5369,0.6,0.7176,0.7693
"Gaston",309.02,3782,0.67,10.03,38.35,0,0,18.32,6.25,28.28,51.87,56.8,"btwn_50_75",45.2088,12,29.9,13.5,36.3,11.1,6.1,17.6,12.7,0.6446,0.8,0.906,0.92
"Gaston",310.01,3392,0.67,10.1,38.81,0,0,56.07,3.94,20.87,32.08,24.4,"less_25",49.9703,12.8,35.3,1.9,35,11,6.9,19.2,13.5,0.8808,0.8,0.7097,0.93
"Gaston",310.03,3990,0.67,10.1,36.53,0.43,0,19.02,6.42,0,3.46,7.6,"less_25",18.6492,13.3,13.6,2.9,32.9,9.5,7.4,13.9,10.1,0.7437,0,0.2311,0.3399
"Gaston",310.04,2829,0.67,10.12,37.2,0,0,47.25,5.58,2.5,73.21,21.1,"less_25",24.9558,3.4,11.4,9.2,31.1,9.7,7.1,14.6,10.4,0.7558,0,0.5,0.5009
"Gaston",311.01,3025,0.67,10.1,37.23,5.26,0,0,7.42,0,0,27.4,"btwn_25_50",41.4432,16.1,9.4,9.9,34.7,10.2,7.1,15.6,12.1,0.921,0.2,0.5811,0.7112
"Gaston",311.02,2161,0.67,10.14,38.7,64.03,0,23.79,9.58,0,64.32,32.8,"btwn_25_50",43.0819,11.3,17.5,5.4,29.9,10.1,5.8,16.2,9.9,0.9766,0.2,0.6069,0.7434
"Gaston",312.01,3478,1,10.15,40.33,0,0,55.49,6.83,41.35,73.95,9.1,"less_25",30.5923,12.4,11.1,3,29.8,9.3,6.1,14.4,9.2,0.9501,0,0.3026,0.4992
"Gaston",312.02,2389,0.67,10.15,40.65,0,0,17.09,7.25,87.76,63.06,22.4,"less_25",38.7902,8.9,11.1,8.7,23.8,10,4.7,17,7.6,0.9381,0.2,0.6044,0.7278
"Gaston",313.01,3767,0.67,10.07,47.1,0,0,87.36,7.42,3.86,38.12,38.7,"btwn_25_50",29.7319,14.8,16.8,6.6,30.5,9.9,6,15.2,9.5,0.6981,0,0.7663,0.606
"Gaston",313.02,5005,0.67,10.09,42.37,0,0,73.96,7.79,80.45,31.59,43,"btwn_25_50",47.8384,15.4,20.4,10.7,33.5,10.6,6.4,17.5,12.2,0.7164,0.4,0.756,0.7759
"Gaston",314.01,2746,0.67,10.05,43.29,0,0,99.42,7.92,99.26,51.65,49.3,"btwn_25_50",39.1126,6.5,32.4,2.3,34.1,11.2,5.9,17.5,11.3,0.6852,0.4,0.8739,0.807
"Gaston",314.02,2492,0.67,10.05,43.74,0,0,57.61,5.89,10.6,51.87,4.5,"less_25",32.7047,3.3,12.9,10,38.4,9.7,8.6,14.4,12.7,0.8114,0.6,0.4638,0.7771
"Gaston",315,3760,0.67,10.01,40.31,0,0,71.23,6,89.98,51.9,52.9,"btwn_50_75",71.934,18.6,32.7,6.5,42.1,12.9,6.6,21.6,17.9,0.9156,0.8,0.9802,0.9912
