"Song","Artist","Date","Number_one_weeks","Overall.Rating","Genre","Length","Artist.Male","Artist.White","Artist.Black","Age","BPM","Energy","Danceability","Happiness","Loudness","Key","Explicit"
"Cheerleader","OMI","25-Jul-15",6,4.33,"Electronic/Dance",180,1,0,1,28,118,68,78,59,-6,"E",0
"Can't Feel My Face","The Weeknd","22-Aug-15",3,8.67,"Electronic/Dance",213,1,0,1,25,108,77,71,58,-6,"Am",0
"What Do You Mean?","Justin Bieber","19-Sep-15",1,6,"Electronic/Dance",205,1,1,0,21,125,57,85,79,-8,"Ab",0
"The Hills","The Weeknd","3-Oct-15",6,7,"Electronic/Dance",242,1,0,1,25,113,56,59,14,-7,"Cm",1
"Hello","Adele","14-Nov-15",10,8,"Pop",295,0,1,0,27,79,43,58,29,-6,"Fm",0
"Sorry","Justin Bieber","23-Jan-16",3,5.67,"Electronic/Dance",200,1,1,0,21,100,76,65,41,-4,"Cm",0
"Love Yourself","Justin Bieber","13-Feb-16",2,6.67,"Pop",233,1,1,0,21,100,38,61,52,-10,"E",0
"PILLOWTALK","Zayn","20-Feb-16",1,5,"Electronic/Dance",202,1,0,0,23,125,70,58,44,-4,"B",1
"Work","Rihanna ft. Drake","5-Mar-16",9,6.67,"Reggae",219,2,0,1,29,92,53,73,56,-6,"B",1
"Panda","Desiigner","7-May-16",2,4.67,"Hip Hop",247,1,0,1,19,145,73,69,27,-6,"Bbm",1
"One Dance","Drake ft. Wizkid & Kyla","21-May-16",10,7.33,"Reggae",173,2,0,1,43,104,63,79,37,-6,"Bbm",0
"CAN'T STOP THE FEELING!","Justin Timberlake","28-May-16",1,5.67,"Funk/Soul",237,1,1,0,35,113,83,67,70,-6,"C",0
"Cheap Thrills","Sia ft. Sean Paul","6-Aug-16",4,5,"Electronic/Dance",224,2,2,2,42,90,80,59,73,-5,"Gbm",0
"Closer","The Chainsmokers ft. Halsey","3-Sep-16",12,6.67,"Electronic/Dance",244,3,1,0,24,95,52,75,66,-6,"Ab",0
"Black Beatles","Rae Sremmurd ft. Gucci Mane","26-Nov-16",7,6.67,"Hip Hop",291,1,0,1,28,146,63,80,30,-6,"Em",1
"Starboy","The Weeknd ft. Daft Punk","7-Jan-17",1,6.33,"Electronic/Dance",230,1,2,2,26,93,59,68,49,-7,"Em",1
"Bad and Boujee","Migos ft. Lil Uzi Vert","21-Jan-17",3,6,"Hip Hop",343,1,0,1,23,127,67,93,17,-5,"Bbm",1
"Shape of You","Ed Sheeran","28-Jan-17",12,5.67,"Electronic/Dance",233,1,1,0,25,96,65,83,93,-3,"Dbm",0
"HUMBLE.","Kendrick Lamar","6-May-17",1,8.33,"Hip Hop",177,1,1,0,29,150,62,91,42,-7,"Abm",1
"That's What I Like","Bruno Mars","13-May-17",1,7.33,"Funk/Soul",206,1,0,1,31,134,56,85,86,-5,"Db",1
"I'm the One","DJ Khaled ft. Justin Bieber, Quavo, Chance the Rapper, & Lil Wayne","20-May-17",1,5,"Pop",288,1,2,2,32,81,67,60,82,-4,"G",1
"Despacito","Luis Fonsi & Daddy Yankee ft. Justin Bieber","27-May-17",16,8.33,"Latin",228,1,2,2,34,89,82,65,82,-4,"D",0
"Look What You Made Me Do","Taylor Swift","16-Sep-17",3,3,"Electronic/Dance",211,0,1,0,27,128,71,77,51,-6,"Am",0
"Bodak Yellow","Cardi B","7-Oct-17",3,7.33,"Hip Hop",223,0,0,1,24,125,70,93,49,-6,"Bm",1
"rockstar","Post Malone ft. 21 Savage","28-Oct-17",8,4.33,"Hip Hop",218,1,2,2,24,160,52,59,13,-6,"Gm",1
"Perfect","Ed Sheeran & Beyoncé","23-Dec-17",6,8,"Pop",269,2,2,2,31,95,30,59,36,-7,"Ab",0
"Havana","Camila Cabello ft. Young Thug","27-Jan-18",1,6.33,"Latin",217,2,0,2,23,105,52,77,39,-4,"Gm",0
"God's Plan","Drake","3-Feb-18",11,7.33,"Hip Hop",198,1,0,1,31,77,45,75,36,-9,"G",1
"Nice For What","Drake","21-Apr-18",8,9,"Hip Hop",210,1,0,1,31,93,91,59,76,-6,"Ab",1
"This is America","Childish Gambino","19-May-18",2,8,"Hip Hop",225,1,0,1,34,120,46,85,55,-6,"F",0
"Psycho","Post Malone ft. Ty Dolla $ign","16-Jun-18",1,6.33,"Hip Hop",221,1,2,2,29,140,56,75,46,-8,"Eb",1
"SAD!","XXXTENTACION","30-Jun-18",1,5,"Hip Hop",166,1,0,1,20,75,61,74,47,-5,"Eb",1
"I Like It","Cardi B, Bad Bunny, & J Balvin","7-Jul-18",1,6.67,"Hip Hop",253,2,0,2,27,136,73,82,65,-4,"Fm",1
"In My Feelings","Drake","21-Jul-18",10,7,"Hip Hop",217,1,0,1,31,91,63,84,35,-6,"Fm",1
"Girls Like You","Maroon 5 ft. Cardi B","29-Sep-18",7,5.67,"Pop",235,2,2,2,39,125,54,85,45,-7,"C",1
"thank u, next","Ariana Grande","17-Nov-18",7,8,"Pop",207,0,1,0,25,107,65,72,41,-6,"Db",1
"SICKO MODE","Travis Scott","8-Dec-18",1,8.67,"Hip Hop",312,1,0,1,27,155,73,83,45,-4,"Multiple Keys",1
"Without Me","Halsey","12-Jan-19",2,5.67,"Pop",201,3,0,1,24,136,49,75,53,-7,"Gb",1
"Sunflower","Post Malone & Swae Lee","19-Jan-19",1,7.33,"Pop",158,1,2,2,24,90,48,76,91,-6,"D",1
"7 rings","Ariana Grande","2-Feb-19",8,2.33,"Hip Hop",178,0,1,0,25,140,32,78,33,-11,"Dbm",1
"Shallow","Lady Gaga & Bradley Cooper","9-Mar-19",1,7,"Rock",217,2,1,0,38,96,33,57,28,-7,"G",0
"Sucker","Jonas Brothers","16-Mar-19",1,4.67,"Pop",181,1,1,0,29,138,73,84,95,-5,"Dbm",0
"Old Town Road","Lil Nas X ft. Billy Ray Cyrus","13-Apr-19",19,6.67,"Hip Hop",157,1,2,2,38,136,62,88,64,-6,"Abm",0
"bad guy","Billie Eilish","24-Aug-19",1,7.67,"Pop",194,0,1,0,17,135,43,70,56,-11,"Gm",1
"Señorita","Shawn Mendes & Camila Cabello","31-Aug-19",1,3.67,"Pop",190,2,2,0,22,117,54,76,75,-6,"Am",0
"Truth Hurts","Lizzo","7-Sep-19",7,7,"Funk/Soul",173,0,0,1,31,158,62,72,41,-3,"Am",1
"HIGHEST IN THE ROOM","Travis Scott","19-Oct-19",1,5.67,"",175,1,0,1,28,76,43,60,6,-9,"Dm",1
"Someone You Loved","Lewis Capaldi","2-Nov-19",3,5.67,"",182,1,1,0,23,110,41,50,45,-6,"Db",0
"Lose You to Love Me","Selena Gomez","9-Nov-19",1,6,"",206,0,0,0,27,103,34,49,10,-9,"E",0
"Circles","Post Malone","30-Nov-19",3,6,"",215,1,1,0,24,120,76,70,55,-3,"C",1
"Heartless","The Weeknd","14-Dec-19",1,5.33,"",198,1,0,1,29,170,75,54,25,-6,"Bbm",1
"All I Want for Christmas is You","Mariah Carey","21-Dec-19",8,7.67,"",241,0,0,1,50,150,63,34,35,-7,"G",0
"The Box","Roddy Ricch","18-Jan-20",11,7.67,"",196,1,0,1,21,117,59,90,64,-7,"Bbm",1
"Blinding Lights","The Weeknd","4-Apr-20",4,7.33,"",200,1,0,1,30,171,73,51,33,-6,"Cm",0
"Toosie Slide","Drake","18-Apr-20",1,4.33,"",247,1,0,1,33,82,45,83,84,-10,"Abm",1
"THE SCOTTS","Travis Scott & Kid Cudi","9-May-20",1,4.33,"",165,1,0,1,33,130,54,72,23,-8,"Cm",1
"Say So","Doja Cat ft. Nicki Minaj","16-May-20",1,8,"",206,0,0,1,28,111,64,86,75,-5,"D",1
"Stuck With U","Ariana Grande & Justin Bieber","23-May-20",1,5,"",228,2,1,0,26,89,45,60,54,-7,"Ab",0
"Savage","Megan Thee Stallion ft. Beyoncé","30-May-20",1,5.67,"",242,0,0,1,32,84,74,82,64,-5,"Bbm",1
"Rain on Me","Lady Gaga & Ariana Grande","6-Jun-20",1,6.67,"",182,0,1,0,30,123,86,67,65,-4,"E",0
"ROCKSTAR","DaBaby ft. Roddy Ricch","13-Jun-20",7,7,"",181,1,0,1,25,90,69,75,50,-8,"Abm",1
"TROLLZ","6ix9ine & Nicki Minaj","27-Jun-20",1,2,"",202,2,0,2,31,90,42,74,49,-9,"Dbm",1
"cardigan","Taylor Swift","8-Aug-20",1,6.33,"",239,0,1,0,30,130,58,61,55,-9,"Eb",0
"Watermelon Sugar","Harry Styles","15-Aug-20",1,6,"",176,1,1,0,26,95,82,55,56,-4,"C",0
"WAP","Cardi B ft. Megan Thee Stallion","22-Aug-20",4,5,"",187,0,0,1,26,133,45,94,36,-8,"Bm",1
"Dynamite","BTS","5-Sep-20",3,4.67,"",199,1,0,0,25,114,77,75,74,-4,"E",0
"FRANCHISE","Travis Scott ft. Young Thug & M.I.A.","10-Oct-20",1,2.67,"",202,2,0,2,34,155,70,84,55,-5,"Bbm",1
"Savage Love (Laxed - Siren Beat)","Jawsh 685, Jason Derulo, & BTS","17-Oct-20",1,4.33,"",185,1,0,2,27,150,60,76,66,-6,"Eb",1
"Mood","24kGoldn ft. iann dior","24-Oct-20",8,6.33,"",140,1,0,1,20,91,72,70,73,-4,"Gm",1
"positions","Ariana Grande","7-Nov-20",1,6.67,"",172,0,1,0,27,144,80,74,68,-5,"Dm",1
"Life Goes On","BTS","5-Dec-20",1,5,"",207,1,0,0,26,81,72,57,45,-6,"Ab",0
"willow","Taylor Swift","26-Dec-20",1,6.33,"",214,0,1,0,31,81,57,39,53,-9,"G",0
"drivers license","Olivia Rodrigo","23-Jan-21",8,8.67,"",242,0,0,0,17,144,43,56,14,-9,"Bb",1
"What's Next","Drake","20-Mar-21",1,6.67,"",178,1,0,1,34,130,58,78,6,-7,"Em",1
"Up","Cardi B","27-Mar-21",1,5.33,"",156,0,0,1,28,166,80,87,82,-6,"Em",1
"Peaches","Justin Bieber ft. Daniel Caeser & Giveon","3-Apr-21",1,6,"",198,1,2,2,27,90,70,68,46,-6,"C",1
"MONTERO (Call Me By Your Name)","Lil Nas X","10-Apr-21",1,5.67,"",137,1,0,1,22,89,51,61,76,-7,"Abm",1
"Leave the Door Open","Silk Sonic","17-Apr-21",2,9.33,"",242,1,0,1,35,148,62,59,72,-8,"Multiple Keys",0
"RAPSTAR","Polo G","24-Apr-21",2,5.67,"",165,1,0,1,21,81,54,79,44,-7,"Bbm",1
"Save Your Tears","The Weeknd & Ariana Grande","8-May-21",2,7,"",191,2,2,2,29,118,83,65,59,-5,"C",0
"good 4 u","Olivia Rodrigo","29-May-21",1,7.33,"",178,0,0,0,18,167,66,56,69,-5,"A",1
"Butter","BTS","5-Jun-21",10,3,"",164,1,0,0,26,110,46,76,70,-5,"Ab",0
"Permission to Dance","BTS","24-Jul-21",1,4,"",187,1,0,0,26,125,74,70,65,-5,"E",0
"STAY","The Kid Laroi & Justin Bieber","14-Aug-21",7,6,"",141,1,1,0,22,170,76,59,48,-5,"Bbm",1
"Way 2 Sexy","Drake ft. Future & Young Thug","18-Sep-21",1,5,"",257,1,0,1,34,136,60,80,33,-6,"Em",1
"My Universe","Coldplay & BTS","9-Oct-21",1,3.67,"",228,1,2,0,29,105,70,59,44,-6,"E",0
"INDUSTRY BABY","Lil Nas X & Jack Harlow","23-Oct-21",1,3.67,"",212,1,2,2,26,150,70,74,89,-7,"Ebm",1
"Easy on Me","Adele","30-Oct-21",10,8.67,"",224,0,1,0,33,142,37,60,13,-8,"F",0
"All Too Well (10 Minute Version)","Taylor Swift","27-Nov-21",1,10,"",613,0,1,0,31,93,52,63,21,-9,"C",1
"We Don't Talk About Bruno","Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, and the Encanto cast","5-Feb-22",5,6.33,"",216,2,0,0,39,206,45,58,83,-9,"Cm",0
"Heat Waves","Glass Animals","12-Mar-22",5,5.67,"",238,1,1,0,32,81,53,76,53,-7,"B",0
"As It Was","Harry Styles","16-Apr-22",15,7.67,"",167,1,1,0,28,174,73,52,66,-5,"Gbm",0
"First Class","Jack Harlow","23-Apr-22",3,4,"",173,1,1,0,24,107,56,91,32,-6,"Gm",1
"WAIT 4 U","Future ft. Drake & Tems","14-May-22",1,5.33,"",189,2,0,1,33,83,64,46,34,-4,"Db",1
"Jimmy Cooks","Drake ft. 21 Savage","2-Jul-22",1,4,"",218,1,0,1,32,166,67,53,37,-5,"Multiple Keys",1
"About Damn Time","Lizzo","30-Jul-22",2,7,"",191,0,0,1,34,109,75,84,71,-6,"Bbm",1
"BREAK MY SOUL","Beyoncé","13-Aug-22",2,6.67,"",278,0,0,1,40,115,89,69,85,-5,"Abm",0
"Super Freaky Girl","Nicki Minaj","27-Aug-22",1,4.67,"",170,0,0,1,39,133,89,95,91,-3,"Am",1
"Bad Habit","Steve Lacy","8-Oct-22",3,6.67,"",232,1,0,1,24,169,51,69,69,-7,"Fm",1
"Unholy","Sam Smith & Kim Petras","29-Oct-22",1,3.67,"",156,3,1,0,30,131,45,72,22,-7,"Dbm",0
"Anti-Hero","Taylor Swift","5-Nov-22",8,6.33,"",200,0,1,0,32,97,65,63,49,-7,"E",0
"Flowers","Miley Cyrus","28-Jan-23",8,7,"",200,0,1,0,30,118,69,71,63,-5,"Am",0
"Die for You","The Weeknd & Ariana Grande","11-Mar-23",1,5,"",232,2,2,2,31,67,52,56,49,-7,"Dbm",0
"Last Night","Morgan Wallen","18-Mar-23",16,4.67,"",163,1,1,0,29,204,67,49,49,-5,"Gb",1
"Like Crazy","Jimin","8-Apr-23",1,3.67,"",212,1,2,0,27,120,73,63,36,-5,"Dm",0
"Kill Bill","SZA","29-Apr-23",1,7.67,"",153,0,0,1,33,89,73,64,43,-6,"Ab",1
"vampire","Olivia Rodrigo","15-Jul-23",2,8.33,"",291,0,0,0,20,137,53,48,32,-6,"F",1
"Seven","Jungkook ft. Latto","29-Jul-23",1,4,"",184,2,2,2,25,125,84,79,90,-4,"B",1
"Try That in a Small Town","Jason Aldean","5-Aug-23",1,2.67,"",180,1,1,0,46,146,86,47,33,-4,"Cm",1
"Rich Men North of Richmond","Oliver Anthony Music","26-Aug-23",2,6.67,"",187,1,1,0,31,122,26,68,53,-12,"Bb",1
"I Remember Everything","Zach Bryan ft. Kacey Musgraves","9-Sep-23",1,5.67,"",227,2,2,0,31,78,45,43,16,-8,"C",0
"Paint the Town Red","Doja Cat","16-Sep-23",3,4.67,"",231,0,0,1,27,100,54,87,73,-9,"Gm",1
"Slime You Out","Drake ft. SZA","30-Sep-23",1,2.67,"",310,2,0,1,35,89,41,48,11,-9,"Fm",1
"First Person Shooter","Drake ft. J Cole","21-Oct-23",1,5,"",247,1,0,1,37,164,66,48,25,-7,"Bm",1
"Cruel Summer","Taylor Swift","28-Oct-23",4,7,"",178,0,1,0,33,170,70,55,56,-6,"A",0
"Is It Over Now?","Taylor Swift","11-Nov-23",1,5.67,"",229,0,1,0,33,100,65,60,15,-7,"C",0
"Lovin On Me","Jack Harlow","2-Dec-23",6,5,"",138,1,1,0,25,105,56,94,61,-5,"Bbm",1
"Rockin' Around the Christmas Tree","Brenda Lee","9-Dec-23",3,8.33,"",126,1,1,0,78,67,47,60,88,-9,"Ab",0
"yes, and?","Ariana Grande","27-Jan-24",1,6,"",214,0,1,0,30,119,78,79,79,-7,"Db",1
"HISS","Megan Thee Stallion","10-Feb-24",1,6,"",192,0,0,1,29,167,66,75,69,-5,"Dbm",1
"TEXAS HOLD 'EM","Beyoncé","2-Mar-24",2,7,"",233,0,0,1,42,110,72,73,39,-7,"D",1
"CARNIVAL","Kanye West & Ty Dolla $ign ft. Rich the Kid & Playboi Cardi","16-Mar-24",1,3.33,"",264,1,0,1,37,148,81,59,31,-6,"Fm",1
"we can't be friends (wait for your love)","Ariana Grande","23-Mar-24",1,5.33,"",228,0,1,0,30,116,65,65,30,-8,"F",0
"Lose Control","Teddy Swims","30-Mar-24",1,6.33,"",210,1,1,0,31,160,60,56,24,-4,"Gbm",0
"Like That","Future, Metro Boomin, & Kendrick Lamar","6-Apr-24",3,6,"",267,1,0,1,35,162,68,81,31,-5,"Dbm",1
"Too Sweet","Hozier","27-Apr-24",1,6.67,"",251,1,1,0,34,117,62,74,93,-6,"Bb",0
"Fortnight","Taylor Swift ft. Post Malone","4-May-24",2,6,"",228,2,1,0,31,192,39,50,28,-11,"B",0
"Not Like Us","Kendrick Lamar","18-May-24",2,9.33,"",234,1,0,1,36,101,47,90,21,-7,"Bm",1
"I Had Some Help","Post Malone ft. Morgan Wallen","25-May-24",6,4.67,"",178,1,1,0,30,128,86,64,73,-5,"C",1
"Please Please Please","Sabrina Carpenter","29-Jun-24",1,7.67,"",186,0,1,0,25,107,59,67,58,-6,"Multiple Keys",1
"A Bar Song (Tipsy)","Shaboozey","13-Jul-24",19,6.33,"",171,1,0,1,29,81,71,72,60,-5,"A",1
"Love Somebody","Morgan Wallen","2-Nov-24",1,4.33,"",204,1,1,0,31,122,84,62,75,-5,"Fm",0
"squabble up","Kendrick Lamar","7-Dec-24",1,9.33,"",157,1,0,1,37,104,67,87,71,-6,"Fm",1
"Die with a Smile","Bruno Mars & Lady Gaga","11-Jan-25",2,6.33,"",251,2,2,2,39,158,59,52,54,-8,"A",0
